contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,underlying,expiry,snapshot_date
AVGO251219C00382500,2025-12-12 20:58:56+00:00,382.5,2.27,2.13,2.4,-31.279999,-93.23398,2022.0,257.0,0.506840869140625,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00385000,2025-12-12 20:59:41+00:00,385.0,1.92,1.86,1.95,-28.23,-93.631836,9252.0,689.0,0.5090381127929688,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00387500,2025-12-12 20:59:57+00:00,387.5,1.57,1.57,1.73,-27.53,-94.60481,2693.0,131.0,0.516606396484375,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00390000,2025-12-12 20:59:55+00:00,390.0,1.42,1.37,1.44,-25.58,-94.740746,19174.0,7979.0,0.5214891601562499,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00392500,2025-12-12 20:58:28+00:00,392.5,1.25,1.1,1.28,-23.65,-94.97992,1340.0,168.0,0.5256395092773438,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00395000,2025-12-12 20:59:50+00:00,395.0,1.09,1.04,1.12,-22.96,-95.46777,4279.0,1567.0,0.5395553857421876,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00397500,2025-12-12 20:59:12+00:00,397.5,0.96,0.91,0.97,-20.890001,-95.60641,1290.0,446.0,0.5471236694335939,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00400000,2025-12-12 20:59:58+00:00,400.0,0.83,0.82,0.84,-20.47,-96.10329,24753.0,9539.0,0.5564009204101563,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00402500,2025-12-12 20:53:01+00:00,402.5,0.71,0.6,0.84,-18.78,-96.35712,1405.0,746.0,0.5629926513671876,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00405000,2025-12-12 20:59:57+00:00,405.0,0.67,0.63,0.77,-17.93,-96.39785,5209.0,2776.0,0.5835002587890624,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00407500,2025-12-12 20:56:42+00:00,407.5,0.59,0.56,0.71,-16.76,-96.59943,1872.0,705.0,0.594730615234375,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00410000,2025-12-12 20:59:31+00:00,410.0,0.53,0.51,0.53,-15.490001,-96.691635,9124.0,7661.0,0.5937540625000001,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00412500,2025-12-12 20:53:25+00:00,412.5,0.48,0.45,0.49,-14.190001,-96.72802,428.0,597.0,0.6040078662109377,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00415000,2025-12-12 20:58:22+00:00,415.0,0.4,0.41,0.44,-13.6,-97.14286,2187.0,1803.0,0.614261669921875,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00417500,2025-12-12 20:57:49+00:00,417.5,0.43,0.38,0.4,-12.37,-96.640625,624.0,268.0,0.6254920263671876,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00420000,2025-12-12 20:59:31+00:00,420.0,0.36,0.34,0.37,-11.84,-97.04918,6885.0,6801.0,0.6352575537109376,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00422500,2025-12-12 20:50:21+00:00,422.5,0.33,0.21,0.33,-10.52,-96.95853,663.0,594.0,0.6269568554687501,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00425000,2025-12-12 20:57:26+00:00,425.0,0.3,0.27,0.3,-9.849999,-97.044334,2746.0,2857.0,0.6513706738281251,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00427500,2025-12-12 20:48:53+00:00,427.5,0.25,0.24,0.28,-9.01,-97.30022,172.0,216.0,0.6611362011718751,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00430000,2025-12-12 20:59:57+00:00,430.0,0.25,0.21,0.25,-8.66,-97.19417,4564.0,4732.0,0.6669955175781253,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00432500,2025-12-12 20:43:07+00:00,432.5,0.21,0.19,0.31,-7.5299997,-97.28682,255.0,368.0,0.6938507177734375,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00435000,2025-12-12 20:40:53+00:00,435.0,0.18,0.16,0.21,-7.1200004,-97.53425,1183.0,1569.0,0.6816438085937502,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00437500,2025-12-12 19:14:36+00:00,437.5,0.18,0.16,0.27,-6.67,-97.37226,362.0,224.0,0.7138700488281251,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00440000,2025-12-12 20:56:36+00:00,440.0,0.18,0.14,0.18,-6.02,-97.09678,2018.0,3951.0,0.702151416015625,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00442500,2025-12-12 20:27:39+00:00,442.5,0.14,0.14,0.16,-5.1600003,-97.3585,80.0,201.0,0.7128934960937501,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00445000,2025-12-12 20:44:30+00:00,445.0,0.13,0.12,0.15,-5.0699997,-97.5,815.0,490.0,0.7187528125,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00447500,2025-12-12 20:57:54+00:00,447.5,0.13,0.11,0.14,-4.62,-97.26316,231.0,1822.0,0.72851833984375,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00450000,2025-12-12 20:59:23+00:00,450.0,0.11,0.1,0.12,-4.3399997,-97.52809,4275.0,6894.0,0.7324245507812499,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00452500,2025-12-12 19:37:43+00:00,452.5,0.09,0.08,0.27,-3.8000002,-97.68638,402.0,153.0,0.7939473730468749,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00455000,2025-12-12 20:59:00+00:00,455.0,0.08,0.07,0.1,-3.6200001,-97.837845,412.0,460.0,0.7402369726562499,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00457500,2025-12-12 20:57:54+00:00,457.5,0.09,0.06,0.14,-3.18,-97.24771,161.0,198.0,0.7695335546875001,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00460000,2025-12-12 20:55:47+00:00,460.0,0.09,0.06,0.08,-3.01,-97.09678,2912.0,2640.0,0.7539087109375,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00470000,2025-12-12 20:58:25+00:00,470.0,0.04,0.03,0.05,-2.03,-98.067635,1605.0,1059.0,0.7656273437500001,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00480000,2025-12-12 20:45:37+00:00,480.0,0.02,0.0,0.05,-1.4300001,-98.62069,1119.0,1121.0,0.7812521875,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00490000,2025-12-12 20:25:20+00:00,490.0,0.03,0.0,0.03,-1.02,-97.14286,1184.0,1138.0,0.79687703125,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00500000,2025-12-12 20:58:25+00:00,500.0,0.01,0.01,0.02,-0.69,-98.571434,2098.0,4396.0,0.8437515624999999,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00510000,2025-12-12 20:54:12+00:00,510.0,0.01,0.0,0.01,-0.47,-97.91667,87.0,632.0,0.8125018749999999,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00520000,2025-12-12 17:34:28+00:00,520.0,0.03,0.0,0.01,-0.3,-90.909096,582.0,1028.0,0.8437515624999999,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00525000,2025-12-12 20:26:50+00:00,525.0,0.01,0.0,0.01,-0.26000002,-96.296295,21.0,377.0,0.87500125,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00530000,2025-12-12 15:39:18+00:00,530.0,0.01,0.0,0.01,-0.21,-95.454544,55.0,2789.0,0.9062509375,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00535000,2025-12-12 16:07:15+00:00,535.0,0.01,0.0,0.02,-0.17,-94.44444,21.0,240.0,0.9687503125,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00540000,2025-12-12 14:47:20+00:00,540.0,0.01,0.0,0.01,-0.12,-92.30769,32.0,446.0,0.937500625,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00545000,2025-12-11 20:58:33+00:00,545.0,0.01,0.0,0.01,-0.1,-90.909096,10.0,147.0,0.9687503125,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00550000,2025-12-11 20:59:53+00:00,550.0,0.01,0.0,0.02,-0.1,-90.909096,2.0,887.0,1.0312548437500002,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00555000,2025-12-12 17:05:28+00:00,555.0,0.01,0.0,0.02,-0.07,-87.5,315.0,435.0,1.0468797656250002,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00560000,2025-12-12 19:43:14+00:00,560.0,0.01,0.0,0.02,-0.049999997,-83.33333,7.0,272.0,1.0625046875000002,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00570000,2023-08-30 14:45:59+00:00,570.0,372.4,315.3,332.9,0.0,0.0,1.0,285.0,27.346681141662597,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00580000,2023-05-08 19:27:10+00:00,580.0,145.91,0.0,0.0,0.0,0.0,3.0,0.0,0.500005,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00590000,2023-09-14 15:00:54+00:00,590.0,342.13,350.0,368.0,0.0,0.0,1.0,42.0,48.14843997680664,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00600000,2024-04-10 13:51:53+00:00,600.0,763.05,750.0,770.0,0.0,0.0,1.0,48.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00610000,2024-04-10 14:25:42+00:00,610.0,750.99,742.0,760.0,0.0,0.0,1.0,21.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00620000,2024-04-10 13:51:53+00:00,620.0,745.95,734.0,751.9,0.0,0.0,3.0,10.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00630000,2024-06-07 17:12:00+00:00,630.0,813.11,1090.0,1108.0,0.0,0.0,1.0,41.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00640000,2024-04-10 13:51:53+00:00,640.0,729.05,716.0,736.0,0.0,0.0,10.0,5.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00650000,2024-07-01 18:32:52+00:00,650.0,1007.04,1068.0,1086.0,0.0,0.0,1.0,118.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00660000,2024-03-15 19:35:01+00:00,660.0,616.0,716.0,734.0,0.0,0.0,1.0,15.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00670000,2024-03-07 15:38:55+00:00,670.0,767.0,698.0,718.0,0.0,0.0,5.0,11.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00680000,2024-06-11 14:26:15+00:00,680.0,786.25,1050.0,1068.0,0.0,0.0,1.0,21.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00690000,2024-01-18 17:07:03+00:00,690.0,494.1,594.0,614.0,0.0,0.0,2.0,7.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00700000,2024-04-18 18:02:50+00:00,700.0,616.0,724.0,742.0,0.0,0.0,1.0,61.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00710000,2024-05-29 17:34:50+00:00,710.0,719.0,920.0,938.0,0.0,0.0,1.0,20.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00720000,2024-02-29 14:30:05+00:00,720.0,633.6,642.0,660.0,0.0,0.0,1.0,6.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00730000,2024-06-04 14:11:36+00:00,730.0,627.0,1024.0,1044.0,0.0,0.0,2.0,9.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00740000,2024-03-08 14:30:22+00:00,740.0,717.0,640.0,660.0,0.0,0.0,1.0,5.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00750000,2024-06-24 16:09:10+00:00,750.0,904.83,976.0,994.0,0.0,0.0,2.0,46.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00760000,2024-04-19 19:09:07+00:00,760.0,511.82,674.0,692.0,0.0,0.0,1.0,12.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00770000,2024-06-18 14:47:54+00:00,770.0,1068.01,958.0,976.0,0.0,0.0,3.0,7.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00780000,2024-06-07 16:28:58+00:00,780.0,681.11,956.0,974.0,0.0,0.0,1.0,32.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00790000,2023-11-10 20:57:30+00:00,790.0,292.5,260.1,270.5,0.0,0.0,2.0,6.0,20.80493513908386,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00800000,2024-06-28 16:25:51+00:00,800.0,843.0,932.0,950.0,0.0,0.0,1.0,531.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00810000,2024-06-06 13:51:59+00:00,810.0,644.93,930.0,948.0,0.0,0.0,2.0,13.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00820000,2024-06-13 19:20:23+00:00,820.0,905.0,914.0,932.0,0.0,0.0,1.0,66.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00830000,2024-07-11 18:01:47+00:00,830.0,888.0,906.0,924.0,0.0,0.0,1.0,18.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00840000,2024-01-19 15:15:42+00:00,840.0,431.9,480.0,498.0,0.0,0.0,3.0,85.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00850000,2024-06-12 13:52:50+00:00,850.0,688.02,910.0,927.9,0.0,0.0,1.0,26.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00860000,2023-11-30 17:00:56+00:00,860.0,216.98,352.0,372.0,0.0,0.0,1.0,37.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00870000,2024-02-15 17:01:17+00:00,870.0,478.3,450.0,468.0,0.0,0.0,2.0,12.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00880000,2024-06-20 19:59:16+00:00,880.0,904.0,862.0,880.0,0.0,0.0,1.0,54.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00890000,2023-11-22 15:52:24+00:00,890.0,247.0,343.8,356.3,0.0,0.0,5.0,31.0,36.99512140701295,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00900000,2024-07-02 18:50:40+00:00,900.0,811.3,844.0,864.0,0.0,0.0,5.0,58.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00910000,2024-03-21 13:30:18+00:00,910.0,505.47,396.0,412.0,0.0,0.0,2.0,10.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00920000,2024-06-21 19:50:43+00:00,920.0,816.53,828.0,846.0,0.0,0.0,1.0,29.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00930000,2024-01-04 19:02:42+00:00,930.0,271.91,394.0,410.6,0.0,0.0,13.0,7.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00940000,2024-03-14 17:44:50+00:00,940.0,435.0,498.0,515.0,0.0,0.0,1.0,26.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00950000,2024-06-18 18:18:14+00:00,950.0,921.02,802.0,820.0,0.0,0.0,1.0,38.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00960000,2024-06-18 16:57:32+00:00,960.0,925.46,794.1,812.0,0.0,0.0,35.0,27.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00980000,2024-05-30 18:21:04+00:00,980.0,484.49,690.0,708.0,0.0,0.0,5.0,35.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01000000,2024-07-03 16:52:38+00:00,1000.0,793.0,762.0,778.9,0.0,0.0,2.0,64.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01010000,2024-02-21 19:03:32+00:00,1010.0,347.8,454.0,472.0,0.0,0.0,1.0,6.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01020000,2024-07-02 19:36:14+00:00,1020.0,717.25,744.0,762.0,0.0,0.0,9.0,30.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01030000,2024-05-30 18:21:04+00:00,1030.0,448.64,650.0,668.0,0.0,0.0,5.0,39.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01040000,2024-05-15 17:46:00+00:00,1040.0,493.13,764.0,780.0,0.0,0.0,13.0,50.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01050000,2024-01-12 17:01:31+00:00,1050.0,240.07,370.2,387.4,0.0,0.0,1.0,7.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01060000,2024-01-18 16:01:14+00:00,1060.0,264.14,336.0,350.4,0.0,0.0,1.0,2.0,34.33691869735717,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01070000,2024-06-13 13:41:27+00:00,1070.0,734.34,706.0,722.0,0.0,0.0,1.0,3.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01080000,2024-01-22 17:06:20+00:00,1080.0,320.94,294.2,311.4,0.0,0.0,2.0,7.0,26.03418155181885,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01090000,2024-01-22 17:07:22+00:00,1090.0,313.84,290.0,304.8,0.0,0.0,1.0,4.0,25.37036339988709,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01100000,2024-07-03 15:42:44+00:00,1100.0,705.4,682.0,700.0,0.0,0.0,3.0,66.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01110000,2024-01-22 17:07:26+00:00,1110.0,302.52,279.1,293.7,0.0,0.0,1.0,2.0,24.15039307800293,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01120000,2024-01-19 18:08:19+00:00,1120.0,275.46,302.1,316.2,0.0,0.0,1.0,9.0,27.03735506645203,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01130000,2024-06-27 19:31:32+00:00,1130.0,566.1,660.0,676.0,0.0,0.0,2.0,6.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01140000,2024-03-28 18:11:24+00:00,1140.0,350.29,366.0,379.4,0.0,0.0,5.0,7.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01150000,2024-06-13 15:22:56+00:00,1150.0,644.02,644.0,661.8,0.0,0.0,1.0,95.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01160000,2024-06-17 14:31:13+00:00,1160.0,741.5,636.0,656.0,0.0,0.0,1.0,11.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01170000,2024-06-17 14:31:13+00:00,1170.0,733.5,630.0,648.0,0.0,0.0,1.0,5.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01180000,2023-12-11 20:50:03+00:00,1180.0,144.7,167.0,182.0,0.0,0.0,9.0,18.0,15.79174817703247,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01190000,2024-07-01 18:00:59+00:00,1190.0,564.7,616.0,631.0,0.0,0.0,2.0,8.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01200000,2024-06-27 13:37:13+00:00,1200.0,544.0,608.0,623.2,0.0,0.0,1.0,28.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01210000,2024-05-16 14:29:17+00:00,1210.0,395.0,634.0,652.0,0.0,0.0,1.0,9.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01220000,2024-06-14 14:12:46+00:00,1220.0,615.39,594.0,612.0,0.0,0.0,1.0,5.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01240000,2024-06-12 16:55:08+00:00,1240.0,411.7,580.0,595.6,0.0,0.0,1.0,34.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01260000,2024-06-13 15:06:53+00:00,1260.0,570.0,566.2,581.0,0.0,0.0,1.0,10.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01280000,2024-07-10 18:58:11+00:00,1280.0,631.9,552.0,567.6,0.0,0.0,1.0,75.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01300000,2024-06-27 18:50:37+00:00,1300.0,455.5,540.1,555.3,0.0,0.0,2.0,64.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01320000,2024-06-21 14:11:33+00:00,1320.0,538.53,526.0,541.5,0.0,0.0,1.0,71.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01340000,2024-07-11 15:01:34+00:00,1340.0,538.28,514.0,529.2,0.0,0.0,1.0,32.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01360000,2024-06-27 17:35:53+00:00,1360.0,415.2,500.0,517.5,0.0,0.0,2.0,43.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01380000,2024-07-12 17:59:02+00:00,1380.0,519.0,488.1,504.0,244.0,88.7273,1.0,16.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01400000,2024-07-05 14:03:31+00:00,1400.0,521.25,476.0,493.4,0.0,0.0,2.0,23.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01420000,2024-06-27 18:25:28+00:00,1420.0,381.9,464.0,481.1,0.0,0.0,2.0,27.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01440000,2024-07-03 16:00:56+00:00,1440.0,489.0,452.0,468.9,0.0,0.0,1.0,22.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01460000,2024-06-27 19:26:18+00:00,1460.0,367.6,440.0,457.3,0.0,0.0,2.0,23.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01480000,2024-07-03 13:36:57+00:00,1480.0,424.65,430.0,445.4,0.0,0.0,20.0,33.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01500000,2024-07-11 14:16:41+00:00,1500.0,444.0,418.0,435.1,0.0,0.0,4.0,18.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01520000,2024-07-11 16:21:45+00:00,1520.0,428.0,408.0,425.2,0.0,0.0,1.0,16.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01540000,2024-07-10 19:05:59+00:00,1540.0,462.0,398.0,413.9,0.0,0.0,3.0,20.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01560000,2024-07-11 18:41:18+00:00,1560.0,396.85,389.0,403.8,0.0,0.0,8.0,21.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01580000,2024-07-09 14:26:05+00:00,1580.0,428.5,378.0,393.8,0.0,0.0,4.0,44.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01600000,2024-07-11 15:17:06+00:00,1600.0,397.9,368.0,384.0,0.0,0.0,1.0,11.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01620000,2024-07-11 19:15:08+00:00,1620.0,382.2,358.0,373.7,0.0,0.0,2.0,2.0,0.0,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01640000,2024-07-01 14:41:59+00:00,1640.0,300.6,348.0,365.7,0.0,0.0,2.0,11.0,44.742190509033215,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01660000,2024-07-11 16:17:27+00:00,1660.0,361.25,338.0,356.0,0.0,0.0,1.0,5.0,37.08789483001709,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01680000,2024-07-09 14:58:37+00:00,1680.0,372.2,330.0,347.7,0.0,0.0,1.0,5.0,34.18213356529236,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01700000,2024-07-12 18:28:26+00:00,1700.0,334.2,322.1,337.9,-12.63,-3.64155,4.0,45.0,31.975097664031985,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01720000,2024-07-12 19:35:39+00:00,1720.0,326.6,312.1,329.2,1.32001,0.405806,3.0,15.0,30.181152912139893,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01740000,2024-07-11 14:05:47+00:00,1740.0,340.79,304.0,320.9,0.0,0.0,2.0,21.0,28.886963863449093,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01760000,2024-07-10 19:45:30+00:00,1760.0,318.31,296.5,311.4,-35.69,-10.0819,1.0,6.0,27.72729625709534,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01780000,2024-07-11 16:20:18+00:00,1780.0,308.0,288.0,301.0,0.0,0.0,9.0,61.0,26.592164775886538,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C01800000,2024-07-12 19:24:52+00:00,1800.0,298.79,280.1,292.6,-18.21,-5.74448,1.0,78.0,25.71924024398804,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
