contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,underlying,expiry,snapshot_date
AVGO251219C00081000,2025-11-14 14:32:25+00:00,81.0,249.15,277.2,280.05,0.0,0.0,4.0,122.0,5.90039324951172,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00082000,2025-12-02 16:46:44+00:00,82.0,301.65,276.25,279.05,0.0,0.0,10.0,626.0,5.8535183081054685,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00083000,2025-10-13 13:58:03+00:00,83.0,275.0,257.9,260.9,0.0,0.0,3.0,187.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00084000,2025-12-01 15:55:10+00:00,84.0,308.48,274.2,277.1,0.0,0.0,100.0,617.0,5.802737121582031,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00085000,2025-10-20 13:31:00+00:00,85.0,270.52,299.6,302.35,0.0,0.0,3.0,266.0,13.164064272460939,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00086000,2025-12-08 19:57:52+00:00,86.0,313.28,272.2,275.1,0.0,0.0,55.0,408.0,5.7109403613281255,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00087000,2025-11-24 15:20:44+00:00,87.0,276.9,271.2,274.1,0.0,0.0,150.0,180.0,5.666018542480468,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00088000,2025-12-05 19:30:08+00:00,88.0,301.15,270.2,273.1,0.0,0.0,5.0,534.0,5.6220732849121084,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00089000,2025-07-21 14:01:34+00:00,89.0,200.0,205.45,206.5,0.0,0.0,75.0,246.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00090000,2025-11-24 17:19:59+00:00,90.0,281.87,268.25,271.1,0.0,0.0,100.0,603.0,5.535159331054686,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00091000,2025-06-10 19:55:15+00:00,91.0,155.21,184.35,185.75,0.0,0.0,1.0,89.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00092000,2025-11-24 14:46:02+00:00,92.0,269.75,266.2,269.1,0.0,0.0,40.0,203.0,5.451175061035156,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00093000,2025-04-07 18:48:02+00:00,93.0,67.95,0.0,0.0,0.0,0.0,7.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00094000,2025-07-11 19:45:55+00:00,94.0,182.32,200.4,201.65,0.0,0.0,10.0,234.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00095000,2025-12-12 20:09:43+00:00,95.0,262.0,263.2,266.1,-29.049988,-9.981099,3.0,339.0,5.327151778564453,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00096000,2025-08-29 14:38:11+00:00,96.0,202.3,239.0,240.25,0.0,0.0,10.0,265.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00098000,2025-12-12 15:05:34+00:00,98.0,270.0,260.2,263.1,0.730011,0.27110744,5.0,308.0,5.208011302490233,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00100000,2025-12-04 20:44:36+00:00,100.0,280.0,258.2,261.1,0.0,0.0,3.0,988.0,5.130862961425781,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00101000,2025-11-07 16:11:27+00:00,101.0,241.52,257.2,260.1,0.0,0.0,1.0,110.0,5.092777071533202,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00102000,2025-12-12 18:30:21+00:00,102.0,262.07,256.2,259.1,-13.679993,-4.961013,10.0,306.0,5.054691181640624,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00103000,2025-04-07 14:18:59+00:00,103.0,62.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00104000,2025-06-10 19:44:57+00:00,104.0,142.71,171.5,173.65,0.0,0.0,2.0,505.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00105000,2025-12-11 20:29:13+00:00,105.0,302.0,253.2,256.1,0.0,0.0,2.0,99.0,4.944339757080078,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00106000,2025-04-25 16:22:45+00:00,106.0,88.15,125.2,126.65,0.0,0.0,1.0,21.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00107000,2025-04-14 19:36:22+00:00,107.0,79.35,125.2,126.5,0.0,0.0,1.0,54.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00108000,2024-12-16 05:01:12+00:00,108.0,32.09,,,0.0,0.0,,,0.0,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00109000,2025-09-18 18:35:26+00:00,109.0,237.49,232.05,235.0,0.0,0.0,10.0,43.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00110000,2025-12-03 15:01:25+00:00,110.0,264.45,248.2,251.1,0.0,0.0,10.0,607.0,4.767582165527343,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00111000,2025-04-09 14:44:22+00:00,111.0,59.2,101.3,102.4,0.0,0.0,3.0,15.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00112000,2025-05-13 15:09:17+00:00,112.0,122.56,146.95,148.25,0.0,0.0,30.0,78.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00113000,2025-06-26 14:25:08+00:00,113.0,158.2,181.7,183.1,0.0,0.0,1.0,46.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00114000,2025-09-25 14:27:59+00:00,114.0,219.0,227.15,230.5,0.0,0.0,1.0,69.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00115000,2025-12-12 15:08:32+00:00,115.0,248.0,243.3,246.15,-14.850006,-5.649612,30.0,935.0,4.630863586425781,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00116000,2025-11-07 14:30:08+00:00,116.0,236.85,242.3,245.1,0.0,0.0,1.0,122.0,4.566410541992187,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00117000,2025-04-08 17:48:58+00:00,117.0,57.05,95.9,96.85,0.0,0.0,2.0,67.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00118000,2025-04-15 17:27:16+00:00,118.0,69.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00119000,2025-10-31 19:44:16+00:00,119.0,253.64,261.5,264.0,0.0,0.0,1.0,75.0,9.425785358886717,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00120000,2025-12-12 15:58:27+00:00,120.0,237.33,238.3,241.1,-37.67,-13.698181,8.0,202.0,4.437504453124999,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00121000,2025-10-16 18:23:43+00:00,121.0,231.12,220.1,223.4,0.0,0.0,5.0,90.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00122000,2025-10-14 15:54:22+00:00,122.0,226.5,219.15,222.55,0.0,0.0,2.0,39.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00124000,2025-12-12 19:17:08+00:00,124.0,236.0,234.3,237.15,7.100006,3.1017938,10.0,293.0,4.3447311315917965,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00125000,2025-12-03 16:05:38+00:00,125.0,252.12,233.3,236.1,0.0,0.0,10.0,47.0,4.283207770996094,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00126000,2025-11-20 18:09:05+00:00,126.0,232.5,232.3,235.1,0.0,0.0,10.0,93.0,4.2539109326171864,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00128000,2025-10-06 15:39:56+00:00,128.0,211.55,213.2,216.6,0.0,0.0,10.0,704.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00130000,2025-12-09 14:45:00+00:00,130.0,271.6,228.3,231.15,0.0,0.0,1.0,269.0,4.165043856201171,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00132000,2025-09-12 16:08:10+00:00,132.0,229.0,192.7,195.95,0.0,0.0,3.0,682.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00134000,2025-10-30 15:27:06+00:00,134.0,241.73,245.9,249.35,0.0,0.0,1.0,207.0,8.500981249389646,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00135000,2025-11-28 17:31:31+00:00,135.0,265.8,223.3,226.1,0.0,0.0,2.0,132.0,3.994140639648437,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00136000,2025-12-08 19:53:21+00:00,136.0,263.4,222.2,225.15,0.0,0.0,56.0,270.0,3.994140639648437,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00138000,2025-11-18 14:30:04+00:00,138.0,208.35,220.25,223.15,0.0,0.0,1.0,497.0,3.9394532763671872,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00140000,2025-12-12 16:03:56+00:00,140.0,221.0,218.25,221.15,-45.799988,-17.166414,3.0,678.0,3.8847659130859373,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00142000,2025-12-12 19:21:02+00:00,142.0,218.3,216.25,219.1,125.200005,134.47906,5.0,257.0,3.8037114282226563,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00144000,2025-11-26 15:05:32+00:00,144.0,246.84,214.25,217.15,0.0,0.0,5.0,110.0,3.778320866699219,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00145000,2025-11-26 18:09:05+00:00,145.0,252.45,213.25,216.15,0.0,0.0,2.0,114.0,3.751953745117188,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00146000,2025-12-08 14:42:13+00:00,146.0,256.28,212.25,215.15,0.0,0.0,1.0,181.0,3.72656318359375,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00148000,2025-12-04 18:57:26+00:00,148.0,233.5,210.3,213.15,0.0,0.0,160.0,470.0,3.674805500488282,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00150000,2025-12-09 16:00:42+00:00,150.0,251.3,208.2,211.15,0.0,0.0,72.0,1075.0,3.6240243774414065,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00152000,2025-11-14 15:14:45+00:00,152.0,184.0,206.25,209.15,0.0,0.0,1.0,185.0,3.5742198144531248,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00154000,2025-06-23 13:36:11+00:00,154.0,101.3,142.2,143.45,0.0,0.0,3.0,264.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00155000,2025-10-13 17:39:30+00:00,155.0,202.5,186.35,189.35,0.0,0.0,2.0,128.0,1.0000000000000003e-05,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00156000,2025-12-12 15:22:58+00:00,156.0,211.13,202.3,205.15,3.25,1.5634019,11.0,197.0,3.4765638085937502,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00158000,2025-12-12 15:46:50+00:00,158.0,202.32,200.25,203.15,-4.899994,-2.3646336,48.0,0.0,3.4287123657226566,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00160000,2025-12-08 14:33:52+00:00,160.0,200.43,198.25,201.15,-43.97,-17.991,32.0,637.0,3.3808609228515625,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00162000,2025-11-07 14:34:46+00:00,162.0,190.85,196.25,199.15,0.0,0.0,1.0,131.0,3.333986040039062,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00164000,2025-11-20 14:31:17+00:00,164.0,204.65,194.25,197.15,0.0,0.0,1.0,194.0,3.2880877172851566,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00165000,2025-12-10 20:36:29+00:00,165.0,247.67,193.25,196.15,0.0,0.0,1.0,151.0,3.2656268359375,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00166000,2025-12-11 17:21:17+00:00,166.0,237.0,192.25,195.15,0.0,0.0,16.0,98.0,3.2421893945312497,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00168000,2025-12-05 20:12:58+00:00,168.0,221.56,190.25,193.15,0.0,0.0,10.0,204.0,3.1972676318359374,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00170000,2025-12-11 16:06:35+00:00,170.0,229.35,188.35,191.15,0.0,0.0,3.0,509.0,3.1523458691406248,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00172000,2025-11-25 15:16:26+00:00,172.0,206.05,186.35,189.15,0.0,0.0,1.0,265.0,3.108400666503906,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00174000,2025-12-12 18:37:38+00:00,174.0,189.38,184.35,187.15,-7.369995,-3.745868,100.0,211.0,3.065432023925781,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00175000,2025-12-10 16:26:55+00:00,175.0,227.0,183.35,186.15,0.0,0.0,1.0,530.0,3.043459422607422,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00176000,2025-12-12 16:27:08+00:00,176.0,187.75,182.35,185.15,9.130005,5.1114125,1.0,214.0,3.02197510131836,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00178000,2025-12-12 15:12:28+00:00,178.0,189.56,180.35,183.2,-32.229996,-14.531763,1.0,401.0,3.0009790600585937,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00180000,2025-12-12 15:56:43+00:00,180.0,184.5,178.35,181.2,-42.89,-18.861868,2.0,1241.0,2.9580104174804687,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00182000,2025-10-22 16:30:39+00:00,182.0,158.1,202.6,205.7,0.0,0.0,1.0,306.0,6.803712432861328,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00184000,2025-10-30 13:48:29+00:00,184.0,193.46,196.05,199.45,0.0,0.0,1.0,320.0,6.215578402404786,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00185000,2025-12-11 20:33:05+00:00,185.0,222.22,173.3,176.15,0.0,0.0,1.0,768.0,2.8339872900390626,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00186000,2025-11-20 14:46:42+00:00,186.0,184.45,172.3,175.2,0.0,0.0,2.0,3050.0,2.8339872900390626,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00188000,2025-12-05 17:31:32+00:00,188.0,200.22,170.3,173.15,0.0,0.0,1.0,429.0,2.7734405664062503,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00190000,2025-12-12 20:14:08+00:00,190.0,167.97,168.3,171.15,-31.880005,-15.951965,5.0,1176.0,2.733401604003906,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00192000,2025-12-10 18:46:32+00:00,192.0,215.16,166.35,169.15,0.0,0.0,1.0,450.0,2.6933626416015626,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00194000,2025-12-12 20:52:25+00:00,194.0,163.85,164.3,167.2,-51.149994,-23.790695,1.0,312.0,2.673831440429688,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00195000,2025-12-12 20:52:25+00:00,195.0,162.85,163.3,166.15,-45.649994,-21.894482,12.0,462.0,2.6347690380859374,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00196000,2025-12-03 15:33:53+00:00,196.0,170.43,162.3,165.15,-10.070007,-5.5789514,2.0,187.0,2.61572611694336,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00198000,2025-12-03 15:23:37+00:00,198.0,179.05,160.3,163.15,0.0,0.0,5.0,334.0,2.577151994628906,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00200000,2025-12-12 20:48:44+00:00,200.0,157.99,158.3,161.2,-52.009995,-24.766665,133.0,1736.0,2.5576207934570308,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00205000,2025-12-12 18:46:33+00:00,205.0,157.0,154.1,156.0,-38.710007,-19.779268,7.0,1234.0,1.75390748046875,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00210000,2025-12-12 19:24:05+00:00,210.0,150.27,148.55,151.0,-45.92,-23.405882,7.0,1447.0,2.2993206579589844,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00215000,2025-12-12 17:19:42+00:00,215.0,150.66,143.35,146.2,-35.89,-19.23881,2.0,581.0,2.2817425769042967,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00220000,2025-12-12 18:38:11+00:00,220.0,143.5,138.75,140.95,-43.759995,-23.368576,7.0,2251.0,2.107426606445312,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00225000,2025-12-12 20:54:19+00:00,225.0,133.73,133.3,136.2,-41.12001,-23.517305,9.0,544.0,2.107426606445312,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00230000,2025-12-12 18:19:04+00:00,230.0,135.99,128.3,131.2,-38.259995,-21.956955,80.0,1212.0,2.0224658813476566,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00235000,2025-12-12 20:20:41+00:00,235.0,121.63,123.35,126.2,-47.82,-28.220713,6.0,1226.0,1.9394534277343751,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00240000,2025-12-12 20:57:11+00:00,240.0,120.22,118.8,121.15,-48.380005,-28.695139,80.0,1025.0,1.1640666796875,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00245000,2025-12-12 15:17:40+00:00,245.0,121.9,113.35,116.25,-40.02999,-24.720554,7.0,917.0,1.7915049487304686,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00250000,2025-12-12 19:26:58+00:00,250.0,106.6,108.3,111.25,-38.640007,-26.604244,45.0,3005.0,1.7119155029296875,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00255000,2025-12-12 18:31:48+00:00,255.0,109.18,103.35,106.35,-43.6,-28.537766,5.0,1030.0,1.6586931127929687,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00260000,2025-12-12 19:14:52+00:00,260.0,102.1,98.35,101.3,-38.9,-27.588654,41.0,1406.0,1.5688498120117185,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00265000,2025-12-12 14:45:34+00:00,265.0,97.1,93.4,96.35,-44.65,-31.49912,13.0,1191.0,1.50390873046875,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00270000,2025-12-12 20:40:40+00:00,270.0,87.5,88.35,91.35,-50.64,-36.658463,11.0,1715.0,1.4282255151367185,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00275000,2025-12-12 20:09:43+00:00,275.0,82.98,83.4,86.3,-48.019997,-36.656487,15.0,1314.0,1.343265002441406,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00280000,2025-12-12 20:32:43+00:00,280.0,76.99,78.4,81.35,-51.010002,-39.851562,36.0,2069.0,1.2797887573242184,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00285000,2025-12-11 14:52:24+00:00,285.0,114.88,73.5,76.35,0.0,0.0,10.0,14.0,1.206546936035156,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00290000,2025-12-12 20:09:43+00:00,290.0,67.97,68.45,71.4,-50.53,-42.64135,14.0,6575.0,1.1430706909179689,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00295000,2025-12-08 14:58:29+00:00,295.0,104.5,63.5,66.45,0.0,0.0,2.0,15.0,0.6093789062500001,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00300000,2025-12-12 20:49:54+00:00,300.0,60.32,58.55,61.55,-46.809998,-43.694576,3152.0,15338.0,0.6367223828125,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00305000,2025-12-10 15:34:50+00:00,305.0,98.93,53.65,56.55,0.0,0.0,2.0,39.0,0.6152382226562501,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00310000,2025-12-12 20:35:47+00:00,310.0,46.8,48.7,51.65,-50.899998,-52.098255,132.0,8984.0,0.59570716796875,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00315000,2025-12-12 20:04:47+00:00,315.0,43.05,43.85,46.85,-40.2,-48.28829,89.0,77.0,0.59570716796875,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00317500,2025-12-12 20:04:47+00:00,317.5,42.33,41.55,44.45,-41.159996,-49.299316,33.0,17.0,0.6015664843750002,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00320000,2025-12-12 20:39:59+00:00,320.0,38.5,39.15,42.05,-48.32,-55.655376,127.0,4262.0,0.5913126806640626,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00322500,2025-12-12 19:19:30+00:00,322.5,38.93,36.8,39.7,-45.199997,-53.726376,68.0,7.0,0.5861857788085938,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00325000,2025-12-12 20:20:30+00:00,325.0,33.0,35.05,37.35,-51.019997,-60.72364,150.0,46.0,0.6186561572265626,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00330000,2025-12-12 20:40:15+00:00,330.0,31.49,30.6,32.1,-45.160004,-58.91716,489.0,18806.0,0.5666547241210937,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00332500,2025-12-12 20:07:36+00:00,332.5,27.8,28.35,30.6,-45.570004,-62.10986,19.0,4.0,0.5954630297851562,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00335000,2025-12-12 20:39:56+00:00,335.0,24.9,26.05,27.65,-47.1,-65.416664,70.0,27.0,0.5451705639648439,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00337500,2025-12-12 20:28:43+00:00,337.5,22.7,24.0,26.15,-42.49,-65.17871,18.0,4.0,0.5695843823242188,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00340000,2025-12-12 20:59:40+00:00,340.0,22.95,22.25,23.7,-45.05,-66.25,721.0,6332.0,0.5593305786132813,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00342500,2025-12-12 20:24:08+00:00,342.5,20.0,19.85,22.05,-37.82,-65.40989,122.0,30.0,0.5505416040039064,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00345000,2025-12-12 20:52:12+00:00,345.0,18.1,18.2,19.2,-44.449997,-71.06314,279.0,2039.0,0.5220995056152342,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00347500,2025-12-12 20:59:21+00:00,347.5,16.9,16.45,18.15,-41.47,-71.046776,367.0,44.0,0.5454147021484376,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00350000,2025-12-12 20:59:25+00:00,350.0,15.38,14.7,16.15,-43.82,-74.02026,16674.0,10179.0,0.532109171142578,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00352500,2025-12-12 20:59:23+00:00,352.5,13.7,13.3,14.35,-39.28,-74.14119,855.0,108.0,0.5301560656738282,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00355000,2025-12-12 20:59:23+00:00,355.0,11.8,11.8,12.5,-42.55,-78.28887,1806.0,174.0,0.518681571044922,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00357500,2025-12-12 20:59:30+00:00,357.5,10.7,10.35,10.9,-39.0,-78.470825,4111.0,59.0,0.5102588037109376,True,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00360000,2025-12-12 20:59:47+00:00,360.0,9.27,9.1,9.5,-40.51,-81.37806,14625.0,4946.0,0.5070850073242188,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00362500,2025-12-12 20:58:52+00:00,362.5,8.05,7.8,8.2,-37.22,-82.217804,5152.0,106.0,0.5104419073486328,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00365000,2025-12-12 20:59:55+00:00,365.0,6.6,6.6,7.05,-39.06,-85.545334,12053.0,172.0,0.5053760400390624,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00367500,2025-12-12 20:59:44+00:00,367.5,5.97,5.75,6.3,-37.079998,-86.1324,6033.0,70.0,0.5013477600097658,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00370000,2025-12-12 20:59:51+00:00,370.0,5.0,4.95,5.3,-35.55,-87.66955,21512.0,12646.0,0.5089160437011719,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00372500,2025-12-12 20:59:53+00:00,372.5,4.35,4.15,4.55,-35.230003,-89.009605,4539.0,111.0,0.5097705273437501,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00375000,2025-12-12 20:59:53+00:00,375.0,3.61,3.55,3.8,-33.47,-90.26429,22165.0,916.0,0.5051319018554687,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00377500,2025-12-12 20:59:31+00:00,377.5,3.16,3.0,3.3,-33.24,-91.31869,7022.0,358.0,0.501103621826172,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
AVGO251219C00380000,2025-12-12 20:59:59+00:00,380.0,2.56,2.56,2.7,-31.539999,-92.49267,32237.0,8342.0,0.5004932763671875,False,REGULAR,USD,C,AVGO,2025-12-19,2025-12-14
