,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiry
4,AAPL251128C00230000,2025-10-16 18:49:48+00:00,230.0,21.2,19.5,22.3,-3.7199993,-14.927767,66.0,60.0,0.3745790081787109,True,REGULAR,USD,call,2025-11-28
5,AAPL251128C00235000,2025-10-16 17:37:02+00:00,235.0,17.84,15.65,18.15,-1.8799992,-9.533464,74.0,50.0,0.34540449523925776,True,REGULAR,USD,call,2025-11-28
6,AAPL251128C00240000,2025-10-16 18:25:56+00:00,240.0,13.74,14.15,14.35,-1.3600006,-9.006626,20.0,38.0,0.320746538696289,True,REGULAR,USD,call,2025-11-28
7,AAPL251128C00245000,2025-10-16 19:00:24+00:00,245.0,11.25,11.2,11.35,-1.54,-12.040657,132.0,119.0,0.3113472186279296,True,REGULAR,USD,call,2025-11-28
8,AAPL251128C00250000,2025-10-16 18:44:12+00:00,250.0,8.8,8.5,8.7,-0.52999973,-5.6805973,602.0,254.0,0.30155117401123044,False,REGULAR,USD,call,2025-11-28
9,AAPL251128C00255000,2025-10-16 19:00:55+00:00,255.0,6.4,6.35,6.5,-0.5499997,-7.913665,111.0,230.0,0.2937692694091796,False,REGULAR,USD,call,2025-11-28
10,AAPL251128C00260000,2025-10-16 18:21:54+00:00,260.0,4.4,4.6,4.8,-0.9000001,-16.981133,137.0,1254.0,0.2898630584716796,False,REGULAR,USD,call,2025-11-28
11,AAPL251128C00265000,2025-10-16 18:49:53+00:00,265.0,3.27,3.25,3.4,-0.8299999,-20.2439,60.0,196.0,0.2843089147949218,False,REGULAR,USD,call,2025-11-28
12,AAPL251128C00270000,2025-10-16 18:57:50+00:00,270.0,2.28,2.27,2.34,-0.42000008,-15.555558,102.0,354.0,0.27960925476074217,False,REGULAR,USD,call,2025-11-28
13,AAPL251128C00275000,2025-10-16 17:36:08+00:00,275.0,1.58,1.58,1.7,-0.3399999,-17.70833,22.0,94.0,0.2827220166015625,False,REGULAR,USD,call,2025-11-28
14,AAPL251128C00280000,2025-10-16 18:28:08+00:00,280.0,1.05,1.07,1.18,-0.2800001,-21.052639,10.0,51.0,0.2829661547851562,False,REGULAR,USD,call,2025-11-28
15,AAPL251128C00285000,2025-10-16 14:01:49+00:00,285.0,0.84,0.72,0.82,-0.14000005,-14.285719,2.0,143.0,0.28443098388671867,False,REGULAR,USD,call,2025-11-28
16,AAPL251128C00290000,2025-10-16 19:00:51+00:00,290.0,0.55,0.52,0.57,-0.18,-24.657534,188.0,180.0,0.2866282275390625,False,REGULAR,USD,call,2025-11-28
17,AAPL251128C00300000,2025-10-16 14:01:31+00:00,300.0,0.3,0.23,0.31,-0.049999982,-14.285709,4.0,18.0,0.2978585839843749,False,REGULAR,USD,call,2025-11-28
18,AAPL251128C00315000,2025-10-13 17:32:47+00:00,315.0,0.16,0.06,0.14,0.0,0.0,108.0,118.0,0.317389638671875,False,REGULAR,USD,call,2025-11-28
19,AAPL251128C00320000,2025-10-16 14:09:04+00:00,320.0,0.1,0.04,0.1,-0.080000006,-44.444447,2.0,5.0,0.32031929687499994,False,REGULAR,USD,call,2025-11-28
20,AAPL251128C00330000,2025-10-14 18:49:30+00:00,330.0,0.01,0.0,0.08,0.0,0.0,4.0,176.0,0.3437565625,False,REGULAR,USD,call,2025-11-28
0,AAPL251128P00180000,2025-10-16 18:37:04+00:00,180.0,0.32,0.24,0.32,0.08999999,39.13043,17.0,12.0,0.4624077197265626,False,REGULAR,USD,put,2025-11-28
1,AAPL251128P00185000,2025-10-16 13:32:54+00:00,185.0,0.3,0.31,0.37,0.01000002,3.448283,3.0,24.0,0.4379939013671875,False,REGULAR,USD,put,2025-11-28
2,AAPL251128P00190000,2025-10-16 13:54:54+00:00,190.0,0.35,0.39,0.47,0.06999999,24.999996,6.0,23.0,0.4204159521484375,False,REGULAR,USD,put,2025-11-28
3,AAPL251128P00200000,2025-10-16 18:09:25+00:00,200.0,0.73,0.66,0.75,0.20000005,37.73586,24.0,43.0,0.3850159155273437,False,REGULAR,USD,put,2025-11-28
4,AAPL251128P00205000,2025-10-16 18:49:25+00:00,205.0,0.9,0.87,0.96,0.23999995,36.363625,16.0,15.0,0.36817038085937503,False,REGULAR,USD,put,2025-11-28
5,AAPL251128P00210000,2025-10-16 18:06:08+00:00,210.0,1.28,1.14,1.24,0.34999996,37.634403,13.0,31.0,0.3523013989257812,False,REGULAR,USD,put,2025-11-28
6,AAPL251128P00215000,2025-10-16 18:20:35+00:00,215.0,1.77,1.53,1.65,0.63,55.263157,21.0,80.0,0.3393620751953125,False,REGULAR,USD,put,2025-11-28
7,AAPL251128P00220000,2025-10-16 18:20:10+00:00,220.0,2.37,2.03,2.17,0.8299999,53.8961,51.0,245.0,0.32569033691406246,False,REGULAR,USD,put,2025-11-28
8,AAPL251128P00225000,2025-10-16 18:20:34+00:00,225.0,3.1,2.79,2.93,0.77,33.04721,79.0,92.0,0.3157417059326171,False,REGULAR,USD,put,2025-11-28
9,AAPL251128P00230000,2025-10-16 18:20:34+00:00,230.0,4.2,3.75,3.85,1.2599998,42.857136,47.0,38.0,0.3034737622070312,False,REGULAR,USD,put,2025-11-28
10,AAPL251128P00235000,2025-10-16 17:43:31+00:00,235.0,5.55,4.95,5.15,1.3500004,32.142864,14.0,60.0,0.2954172021484375,False,REGULAR,USD,put,2025-11-28
11,AAPL251128P00240000,2025-10-16 18:47:02+00:00,240.0,6.6,6.5,6.7,0.9200001,16.197186,28.0,48.0,0.2849192602539062,False,REGULAR,USD,put,2025-11-28
12,AAPL251128P00245000,2025-10-16 18:41:04+00:00,245.0,9.09,8.45,8.65,1.8200002,25.03439,69.0,34.0,0.27545890563964837,False,REGULAR,USD,put,2025-11-28
13,AAPL251128P00250000,2025-10-16 18:41:09+00:00,250.0,11.6,10.9,11.15,2.4100008,26.224167,37.0,81.0,0.2701489001464844,True,REGULAR,USD,put,2025-11-28
14,AAPL251128P00255000,2025-10-16 14:45:59+00:00,255.0,12.28,13.8,14.05,0.85999966,7.5306454,62.0,1.0,0.264106480102539,True,REGULAR,USD,put,2025-11-28
15,AAPL251128P00260000,2025-10-16 14:45:18+00:00,260.0,15.39,17.05,17.3,-1.2200003,-7.3449745,36.0,12.0,0.25580578186035163,True,REGULAR,USD,put,2025-11-28
16,AAPL251128P00265000,2025-10-14 15:36:45+00:00,265.0,20.0,19.7,22.8,0.0,0.0,60.0,4.0,0.3161079132080078,True,REGULAR,USD,put,2025-11-28
0,AAPL251219C00005000,2025-10-15 13:37:28+00:00,5.0,244.65,240.8,242.5,0.0,0.0,3.0,195.0,4.039067451171874,True,REGULAR,USD,call,2025-12-19
1,AAPL251219C00010000,2025-09-22 14:25:25+00:00,10.0,242.53,235.8,237.75,0.0,0.0,59.0,78.0,3.468751328125,True,REGULAR,USD,call,2025-12-19
2,AAPL251219C00015000,2025-10-10 16:35:38+00:00,15.0,233.41,230.8,232.7,0.0,0.0,1.0,14.0,2.9414088964843748,True,REGULAR,USD,call,2025-12-19
3,AAPL251219C00020000,2025-09-15 13:47:43+00:00,20.0,215.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,call,2025-12-19
4,AAPL251219C00025000,2025-09-09 19:16:49+00:00,25.0,209.7,218.85,221.75,0.0,0.0,1.0,1.0,2.3710978222656243,True,REGULAR,USD,call,2025-12-19
5,AAPL251219C00030000,2025-10-13 15:27:26+00:00,30.0,218.29,215.9,217.6,0.0,0.0,1.0,6.0,2.175785810546875,True,REGULAR,USD,call,2025-12-19
6,AAPL251219C00035000,2025-10-09 19:50:00+00:00,35.0,219.25,210.85,212.55,0.0,0.0,1.0,5.0,1.958984580078125,True,REGULAR,USD,call,2025-12-19
7,AAPL251219C00040000,2025-10-10 16:35:38+00:00,40.0,208.46,205.95,207.75,0.0,0.0,1.0,5.0,1.955078349609375,True,REGULAR,USD,call,2025-12-19
8,AAPL251219C00045000,2025-10-13 15:27:26+00:00,45.0,203.31,200.9,202.9,0.0,0.0,1.0,1.0,1.861328818359375,True,REGULAR,USD,call,2025-12-19
9,AAPL251219C00050000,2025-10-16 18:42:40+00:00,50.0,195.95,196.0,197.65,-0.91000366,-0.4622593,2.0,222.0,1.6992202539062502,True,REGULAR,USD,call,2025-12-19
10,AAPL251219C00055000,2025-10-10 18:38:50+00:00,55.0,191.9,190.95,192.5,0.0,0.0,2.0,111.0,1.5273461132812498,True,REGULAR,USD,call,2025-12-19
11,AAPL251219C00060000,2025-10-16 18:42:40+00:00,60.0,186.11,185.95,187.55,-0.83999634,-0.44931605,3.0,199.0,1.4599636376953122,True,REGULAR,USD,call,2025-12-19
12,AAPL251219C00065000,2025-10-14 17:59:40+00:00,65.0,182.82,180.95,182.85,0.0,0.0,1.0,243.0,1.4658229833984375,True,REGULAR,USD,call,2025-12-19
13,AAPL251219C00070000,2025-10-16 18:42:40+00:00,70.0,175.98,175.6,177.75,-2.8899994,-1.6156982,2.0,824.0,1.2519568652343749,True,REGULAR,USD,call,2025-12-19
14,AAPL251219C00075000,2025-09-24 15:24:52+00:00,75.0,177.62,171.05,172.7,0.0,0.0,2.0,214.0,1.303714418945312,True,REGULAR,USD,call,2025-12-19
15,AAPL251219C00080000,2025-10-16 18:42:40+00:00,80.0,166.14,166.25,168.05,-4.2299957,-2.482829,2.0,209.0,1.338870493164062,True,REGULAR,USD,call,2025-12-19
16,AAPL251219C00085000,2025-10-14 17:59:40+00:00,85.0,163.03,161.1,162.7,0.0,0.0,1.0,381.0,1.18359783203125,True,REGULAR,USD,call,2025-12-19
17,AAPL251219C00090000,2025-09-24 16:36:48+00:00,90.0,162.78,156.2,157.75,0.0,0.0,1.0,280.0,1.1518597094726561,True,REGULAR,USD,call,2025-12-19
18,AAPL251219C00095000,2025-10-15 18:31:31+00:00,95.0,155.02,151.3,152.8,0.0,0.0,1.0,187.0,1.1181684716796876,True,REGULAR,USD,call,2025-12-19
19,AAPL251219C00100000,2025-10-14 17:59:40+00:00,100.0,148.15,145.85,148.1,0.0,0.0,6.0,2484.0,1.040043862304688,True,REGULAR,USD,call,2025-12-19
20,AAPL251219C00105000,2025-10-15 18:31:31+00:00,105.0,145.35,141.4,142.85,0.0,0.0,1.0,143.0,1.0302782861328126,True,REGULAR,USD,call,2025-12-19
21,AAPL251219C00110000,2025-10-10 16:30:16+00:00,110.0,139.18,136.4,137.9,0.0,0.0,1.0,668.0,0.9848634326171876,True,REGULAR,USD,call,2025-12-19
22,AAPL251219C00115000,2025-10-16 17:30:51+00:00,115.0,133.02,131.45,133.0,-0.47999573,-0.35954735,2.0,228.0,0.9526371923828124,True,REGULAR,USD,call,2025-12-19
23,AAPL251219C00120000,2025-10-16 17:30:51+00:00,120.0,128.09,126.05,128.6,-0.33999634,-0.2647328,2.0,1050.0,0.9248054394531251,True,REGULAR,USD,call,2025-12-19
24,AAPL251219C00125000,2025-10-16 17:30:51+00:00,125.0,122.97,121.65,123.1,2.4199982,2.0074642,2.0,543.0,0.8867198828124999,True,REGULAR,USD,call,2025-12-19
25,AAPL251219C00130000,2025-10-16 17:30:51+00:00,130.0,118.04,116.2,118.65,-1.8600006,-1.5512933,2.0,2383.0,0.8498550170898438,True,REGULAR,USD,call,2025-12-19
26,AAPL251219C00135000,2025-10-10 16:25:18+00:00,135.0,114.55,111.8,113.1,0.0,0.0,5.0,786.0,0.8095722167968749,True,REGULAR,USD,call,2025-12-19
27,AAPL251219C00140000,2025-10-16 13:34:11+00:00,140.0,108.02,107.15,108.0,-3.2300034,-2.9033737,1.0,1513.0,0.7849142602539063,True,REGULAR,USD,call,2025-12-19
28,AAPL251219C00145000,2025-10-10 16:26:02+00:00,145.0,104.58,101.9,103.3,0.0,0.0,4.0,1028.0,0.7460962890625,True,REGULAR,USD,call,2025-12-19
29,AAPL251219C00150000,2025-10-15 19:58:52+00:00,150.0,100.25,97.05,98.3,0.0,0.0,7.0,1918.0,0.7143583251953125,True,REGULAR,USD,call,2025-12-19
30,AAPL251219C00155000,2025-10-15 18:51:43+00:00,155.0,95.87,92.1,93.7,0.0,0.0,9.0,918.0,0.6989776196289064,True,REGULAR,USD,call,2025-12-19
31,AAPL251219C00160000,2025-10-15 16:46:30+00:00,160.0,90.44,87.1,88.75,0.0,0.0,4.0,1294.0,0.661258270263672,True,REGULAR,USD,call,2025-12-19
32,AAPL251219C00165000,2025-10-10 16:26:02+00:00,165.0,85.05,82.15,83.8,0.0,0.0,5.0,2507.0,0.6267127172851563,True,REGULAR,USD,call,2025-12-19
33,AAPL251219C00170000,2025-10-13 15:02:34+00:00,170.0,78.28,77.35,78.95,0.0,0.0,1.0,4124.0,0.6035195898437502,True,REGULAR,USD,call,2025-12-19
34,AAPL251219C00175000,2025-10-16 17:13:38+00:00,175.0,73.93,72.3,73.45,-1.9899979,-2.6211774,4.0,1819.0,0.5418746984863283,True,REGULAR,USD,call,2025-12-19
35,AAPL251219C00180000,2025-10-16 15:28:25+00:00,180.0,69.73,67.75,68.7,-1.1199951,-1.5807977,2.0,25621.0,0.53320779296875,True,REGULAR,USD,call,2025-12-19
36,AAPL251219C00185000,2025-10-16 16:23:17+00:00,185.0,63.9,62.75,64.2,-1.1800003,-1.8131535,12.0,2289.0,0.5134326000976561,True,REGULAR,USD,call,2025-12-19
37,AAPL251219C00190000,2025-10-15 17:11:41+00:00,190.0,60.28,58.0,59.15,0.0,0.0,13.0,3005.0,0.5164843273925781,True,REGULAR,USD,call,2025-12-19
38,AAPL251219C00195000,2025-10-15 18:51:24+00:00,195.0,52.95,53.7,54.15,-4.1499977,-7.2679467,1.0,2783.0,0.477544287109375,True,REGULAR,USD,call,2025-12-19
39,AAPL251219C00200000,2025-10-16 18:35:51+00:00,200.0,48.31,49.1,49.4,-3.9899979,-7.6290593,292.0,7874.0,0.45166563964843753,True,REGULAR,USD,call,2025-12-19
40,AAPL251219C00205000,2025-10-16 16:45:43+00:00,205.0,44.45,44.45,44.85,-2.4500008,-5.223882,41.0,4168.0,0.43335527587890627,True,REGULAR,USD,call,2025-12-19
41,AAPL251219C00210000,2025-10-16 17:05:19+00:00,210.0,39.0,39.9,40.15,-3.2999992,-7.8014174,34.0,9640.0,0.40619490295410154,True,REGULAR,USD,call,2025-12-19
42,AAPL251219C00215000,2025-10-16 18:27:02+00:00,215.0,34.62,35.35,35.6,-3.8300018,-9.960993,28.0,12494.0,0.3830017755126953,True,REGULAR,USD,call,2025-12-19
43,AAPL251219C00220000,2025-10-16 18:44:11+00:00,220.0,31.35,31.15,31.35,-2.5699978,-7.576645,77.0,17576.0,0.36737693176269537,True,REGULAR,USD,call,2025-12-19
44,AAPL251219C00225000,2025-10-16 18:14:05+00:00,225.0,26.35,27.0,27.25,-3.2299995,-10.9195385,97.0,6279.0,0.3522403643798828,True,REGULAR,USD,call,2025-12-19
45,AAPL251219C00230000,2025-10-16 19:00:20+00:00,230.0,23.25,23.2,23.55,-1.9500008,-7.738098,174.0,11732.0,0.3436955279541015,True,REGULAR,USD,call,2025-12-19
46,AAPL251219C00235000,2025-10-16 19:02:29+00:00,235.0,19.58,19.55,19.7,-2.1399994,-9.852668,306.0,16212.0,0.3252630950927734,True,REGULAR,USD,call,2025-12-19
47,AAPL251219C00240000,2025-10-16 18:52:01+00:00,240.0,16.15,16.2,16.35,-1.3000011,-7.4498634,284.0,20295.0,0.3140022213745117,True,REGULAR,USD,call,2025-12-19
48,AAPL251219C00245000,2025-10-16 18:59:32+00:00,245.0,13.21,13.2,13.3,-0.9899998,-6.9718294,542.0,8239.0,0.3034127276611328,True,REGULAR,USD,call,2025-12-19
49,AAPL251219C00250000,2025-10-16 19:02:27+00:00,250.0,10.5,10.55,10.65,-1.1300001,-9.716252,2218.0,34802.0,0.2951730639648437,False,REGULAR,USD,call,2025-12-19
50,AAPL251219C00255000,2025-10-16 18:46:00+00:00,255.0,8.26,8.2,8.3,-1.0699997,-11.468378,1136.0,19693.0,0.2864451239013671,False,REGULAR,USD,call,2025-12-19
51,AAPL251219C00260000,2025-10-16 19:02:50+00:00,260.0,6.35,6.35,6.45,-0.9500003,-13.013702,2747.0,27305.0,0.28211167114257807,False,REGULAR,USD,call,2025-12-19
52,AAPL251219C00265000,2025-10-16 18:53:10+00:00,265.0,4.85,4.75,4.9,-0.6500001,-11.818183,388.0,20312.0,0.27771718383789057,False,REGULAR,USD,call,2025-12-19
53,AAPL251219C00270000,2025-10-16 18:59:09+00:00,270.0,3.62,3.6,3.7,-0.5799999,-13.809523,456.0,28492.0,0.27533683654785157,False,REGULAR,USD,call,2025-12-19
54,AAPL251219C00275000,2025-10-16 18:31:40+00:00,275.0,2.6,2.65,2.7,-0.45000005,-14.7541,421.0,22905.0,0.27149166015625,False,REGULAR,USD,call,2025-12-19
55,AAPL251219C00280000,2025-10-16 19:01:12+00:00,280.0,1.97,1.94,1.98,-0.31999993,-13.973796,1186.0,11956.0,0.2701489001464844,False,REGULAR,USD,call,2025-12-19
56,AAPL251219C00285000,2025-10-16 18:50:59+00:00,285.0,1.44,1.42,1.46,-0.23999989,-14.285707,147.0,4701.0,0.270515107421875,False,REGULAR,USD,call,2025-12-19
57,AAPL251219C00290000,2025-10-16 18:59:19+00:00,290.0,1.05,1.04,1.08,-0.1500001,-12.500008,161.0,10490.0,0.27173579833984374,False,REGULAR,USD,call,2025-12-19
58,AAPL251219C00295000,2025-10-16 18:37:52+00:00,295.0,0.76,0.75,0.79,-0.100000024,-11.627909,20.0,1660.0,0.27283442016601556,False,REGULAR,USD,call,2025-12-19
59,AAPL251219C00300000,2025-10-16 18:49:56+00:00,300.0,0.56,0.55,0.57,-0.110000014,-16.417913,479.0,37196.0,0.273444765625,False,REGULAR,USD,call,2025-12-19
60,AAPL251219C00305000,2025-10-16 18:26:42+00:00,305.0,0.41,0.4,0.43,-0.099999994,-19.607841,12.0,981.0,0.27686270019531245,False,REGULAR,USD,call,2025-12-19
61,AAPL251219C00310000,2025-10-16 18:30:23+00:00,310.0,0.31,0.3,0.32,-0.060000002,-16.216215,43.0,7508.0,0.27930408203124996,False,REGULAR,USD,call,2025-12-19
62,AAPL251219C00315000,2025-10-16 14:37:47+00:00,315.0,0.24,0.22,0.25,-0.049999997,-17.241379,28.0,1028.0,0.2841868457031249,False,REGULAR,USD,call,2025-12-19
63,AAPL251219C00320000,2025-10-16 18:49:48+00:00,320.0,0.18,0.17,0.19,-0.019999996,-9.999997,70.0,8132.0,0.2873606420898437,False,REGULAR,USD,call,2025-12-19
64,AAPL251219C00330000,2025-10-15 18:56:27+00:00,330.0,0.11,0.1,0.12,0.0,0.0,7.0,8805.0,0.29688203124999996,False,REGULAR,USD,call,2025-12-19
65,AAPL251219C00340000,2025-10-16 18:01:56+00:00,340.0,0.07,0.05,0.08,0.0,0.0,6.0,2347.0,0.30762411132812495,False,REGULAR,USD,call,2025-12-19
66,AAPL251219C00350000,2025-10-16 17:22:30+00:00,350.0,0.04,0.04,0.05,-0.010000002,-20.000002,50.0,4077.0,0.31445998046874996,False,REGULAR,USD,call,2025-12-19
67,AAPL251219C00360000,2025-10-16 17:10:16+00:00,360.0,0.04,0.01,0.04,0.0,0.0,19.0,3923.0,0.32910827148437494,False,REGULAR,USD,call,2025-12-19
68,AAPL251219C00370000,2025-10-16 17:51:12+00:00,370.0,0.01,0.01,0.02,0.0,0.0,1.0,4060.0,0.32813171874999997,False,REGULAR,USD,call,2025-12-19
69,AAPL251219C00380000,2025-10-15 13:30:02+00:00,380.0,0.02,0.01,0.03,0.0,0.0,60.0,933.0,0.35938140625,False,REGULAR,USD,call,2025-12-19
70,AAPL251219C00390000,2025-10-16 13:30:51+00:00,390.0,0.01,0.01,0.02,-0.01,-50.0,2.0,1284.0,0.367193828125,False,REGULAR,USD,call,2025-12-19
71,AAPL251219C00400000,2025-10-16 17:21:01+00:00,400.0,0.01,0.0,0.02,0.0,0.0,6.0,13179.0,0.38281867187499996,False,REGULAR,USD,call,2025-12-19
0,AAPL251219P00005000,2025-10-08 16:28:46+00:00,5.0,0.01,0.0,0.01,0.0,0.0,1.0,4884.0,2.81250296875,False,REGULAR,USD,put,2025-12-19
1,AAPL251219P00010000,2025-06-25 15:51:44+00:00,10.0,0.01,0.0,0.01,0.0,0.0,5.0,89.0,2.2500043749999996,False,REGULAR,USD,put,2025-12-19
2,AAPL251219P00015000,2025-06-25 16:01:40+00:00,15.0,0.01,0.0,0.22,0.0,0.0,1.0,3.0,2.6250034375,False,REGULAR,USD,put,2025-12-19
3,AAPL251219P00020000,2025-10-07 19:35:04+00:00,20.0,0.01,0.0,0.01,0.0,0.0,14.0,53.0,1.75000125,False,REGULAR,USD,put,2025-12-19
4,AAPL251219P00025000,2025-06-24 18:30:19+00:00,25.0,0.02,0.0,0.02,0.0,0.0,4.0,6.0,1.6875015625,False,REGULAR,USD,put,2025-12-19
5,AAPL251219P00030000,2025-06-24 14:46:12+00:00,30.0,0.02,0.0,0.02,0.0,0.0,7.0,153.0,1.5625021874999998,False,REGULAR,USD,put,2025-12-19
6,AAPL251219P00035000,2025-06-24 18:29:42+00:00,35.0,0.01,0.0,0.02,0.0,0.0,15.0,10.0,1.4375028125,False,REGULAR,USD,put,2025-12-19
7,AAPL251219P00040000,2025-10-06 13:31:31+00:00,40.0,0.02,0.0,0.02,0.0,0.0,1.0,3050.0,1.3437532812499997,False,REGULAR,USD,put,2025-12-19
8,AAPL251219P00045000,2025-08-27 14:44:03+00:00,45.0,0.01,0.0,0.1,0.0,0.0,1.0,310.0,1.4492215039062502,False,REGULAR,USD,put,2025-12-19
9,AAPL251219P00050000,2025-09-18 17:14:33+00:00,50.0,0.01,0.0,0.02,0.0,0.0,2.0,6861.0,1.1875040625,False,REGULAR,USD,put,2025-12-19
10,AAPL251219P00055000,2025-09-17 15:46:59+00:00,55.0,0.01,0.0,0.02,0.0,0.0,50.0,627.0,1.109379453125,False,REGULAR,USD,put,2025-12-19
11,AAPL251219P00060000,2025-09-10 15:33:55+00:00,60.0,0.02,0.0,0.21,0.0,0.0,1.0,733.0,1.3046909765624997,False,REGULAR,USD,put,2025-12-19
12,AAPL251219P00065000,2025-09-19 17:44:33+00:00,65.0,0.01,0.0,0.02,0.0,0.0,1.0,2196.0,0.98437515625,False,REGULAR,USD,put,2025-12-19
13,AAPL251219P00070000,2025-09-22 13:49:21+00:00,70.0,0.02,0.0,0.02,0.0,0.0,1.0,1272.0,0.937500625,False,REGULAR,USD,put,2025-12-19
14,AAPL251219P00075000,2025-10-07 16:34:12+00:00,75.0,0.01,0.0,0.02,0.0,0.0,135.0,3653.0,0.8906260937499999,False,REGULAR,USD,put,2025-12-19
15,AAPL251219P00080000,2025-10-13 13:32:24+00:00,80.0,0.02,0.0,0.02,0.0,0.0,1.0,2420.0,0.8437515624999999,False,REGULAR,USD,put,2025-12-19
16,AAPL251219P00085000,2025-10-14 13:30:01+00:00,85.0,0.01,0.01,0.03,-0.01,-50.0,1.0,1880.0,0.8437515624999999,False,REGULAR,USD,put,2025-12-19
17,AAPL251219P00090000,2025-10-13 15:14:23+00:00,90.0,0.02,0.01,0.03,0.0,0.0,2.0,1882.0,0.79687703125,False,REGULAR,USD,put,2025-12-19
18,AAPL251219P00095000,2025-10-10 18:09:51+00:00,95.0,0.02,0.01,0.04,0.0,0.0,6.0,1693.0,0.773439765625,False,REGULAR,USD,put,2025-12-19
19,AAPL251219P00100000,2025-10-16 17:33:07+00:00,100.0,0.02,0.01,0.04,-0.01,-33.333336,1.0,3583.0,0.73437765625,False,REGULAR,USD,put,2025-12-19
20,AAPL251219P00105000,2025-10-15 17:54:35+00:00,105.0,0.02,0.02,0.05,0.0,0.0,2.0,947.0,0.7187528125,False,REGULAR,USD,put,2025-12-19
21,AAPL251219P00110000,2025-10-10 19:09:16+00:00,110.0,0.05,0.03,0.05,0.0,0.0,50.0,2269.0,0.6914093359375001,False,REGULAR,USD,put,2025-12-19
22,AAPL251219P00115000,2025-10-14 14:33:47+00:00,115.0,0.04,0.03,0.06,0.0,0.0,40.0,904.0,0.6621127539062501,False,REGULAR,USD,put,2025-12-19
23,AAPL251219P00120000,2025-10-16 17:05:57+00:00,120.0,0.07,0.05,0.07,0.030000001,75.0,37.0,4505.0,0.64648791015625,False,REGULAR,USD,put,2025-12-19
24,AAPL251219P00125000,2025-10-14 14:33:49+00:00,125.0,0.06,0.06,0.09,0.0,0.0,5.0,2166.0,0.6269568554687501,False,REGULAR,USD,put,2025-12-19
25,AAPL251219P00130000,2025-10-10 18:00:37+00:00,130.0,0.09,0.07,0.1,0.0,0.0,59.0,3627.0,0.6015664843750002,False,REGULAR,USD,put,2025-12-19
26,AAPL251219P00135000,2025-10-09 14:48:29+00:00,135.0,0.07,0.09,0.11,0.0,0.0,30.0,854.0,0.5800823242187501,False,REGULAR,USD,put,2025-12-19
27,AAPL251219P00140000,2025-10-15 13:50:38+00:00,140.0,0.09,0.11,0.13,0.0,0.0,1.0,3090.0,0.559574716796875,False,REGULAR,USD,put,2025-12-19
28,AAPL251219P00145000,2025-10-16 15:57:34+00:00,145.0,0.12,0.13,0.15,0.019999996,19.999994,4.0,3471.0,0.5380905566406251,False,REGULAR,USD,put,2025-12-19
29,AAPL251219P00150000,2025-10-16 17:03:48+00:00,150.0,0.15,0.16,0.18,0.030000009,25.000008,9.0,4286.0,0.5195360546875,False,REGULAR,USD,put,2025-12-19
30,AAPL251219P00155000,2025-10-13 15:59:04+00:00,155.0,0.19,0.19,0.21,0.0,0.0,29.0,3700.0,0.5029346582031251,False,REGULAR,USD,put,2025-12-19
31,AAPL251219P00160000,2025-10-16 17:24:43+00:00,160.0,0.23,0.23,0.25,0.030000001,15.0,9.0,5988.0,0.48389187988281257,False,REGULAR,USD,put,2025-12-19
32,AAPL251219P00165000,2025-10-16 15:34:04+00:00,165.0,0.23,0.28,0.3,0.02000001,9.523814,50.0,11679.0,0.46582565429687506,False,REGULAR,USD,put,2025-12-19
33,AAPL251219P00170000,2025-10-16 18:25:49+00:00,170.0,0.37,0.34,0.36,0.08000001,27.58621,7.0,15038.0,0.44824770507812495,False,REGULAR,USD,put,2025-12-19
34,AAPL251219P00175000,2025-10-15 17:02:46+00:00,175.0,0.35,0.41,0.44,0.0,0.0,4.0,11494.0,0.4318904467773438,False,REGULAR,USD,put,2025-12-19
35,AAPL251219P00180000,2025-10-16 18:26:57+00:00,180.0,0.55,0.51,0.53,0.15,37.5,92.0,11760.0,0.41480077392578124,False,REGULAR,USD,put,2025-12-19
36,AAPL251219P00185000,2025-10-16 16:30:15+00:00,185.0,0.62,0.62,0.66,0.120000005,24.0,15.0,7025.0,0.40039662109375,False,REGULAR,USD,put,2025-12-19
37,AAPL251219P00190000,2025-10-16 19:02:21+00:00,190.0,0.79,0.77,0.78,0.14000005,21.53847,53.0,12717.0,0.38184211914062494,False,REGULAR,USD,put,2025-12-19
38,AAPL251219P00195000,2025-10-16 19:03:30+00:00,195.0,0.98,0.97,0.98,0.23000002,30.66667,248.0,17757.0,0.3684145190429688,False,REGULAR,USD,put,2025-12-19
39,AAPL251219P00200000,2025-10-16 19:01:39+00:00,200.0,1.22,1.21,1.25,0.29000002,31.182798,1702.0,22131.0,0.35632967895507806,False,REGULAR,USD,put,2025-12-19
40,AAPL251219P00205000,2025-10-16 18:59:48+00:00,205.0,1.55,1.53,1.55,0.39,33.62069,1221.0,8795.0,0.34204759521484374,False,REGULAR,USD,put,2025-12-19
41,AAPL251219P00210000,2025-10-16 19:03:00+00:00,210.0,1.96,1.96,1.99,0.4000001,25.974031,2023.0,10536.0,0.33130551513671874,False,REGULAR,USD,put,2025-12-19
