,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiry
0,AAPL251017C00090000,2025-10-14 16:57:57+00:00,90.0,157.94,155.95,157.05,0.0,0.0,2.0,27.0,4.562504296875,True,REGULAR,USD,call,2025-10-17
1,AAPL251017C00095000,2025-09-22 18:27:13+00:00,95.0,160.4,150.95,152.05,0.0,0.0,,2.0,4.312504609374999,True,REGULAR,USD,call,2025-10-17
2,AAPL251017C00100000,2025-10-08 16:18:34+00:00,100.0,158.38,145.95,147.55,0.0,0.0,1.0,19.0,5.437503203124999,True,REGULAR,USD,call,2025-10-17
3,AAPL251017C00105000,2025-07-21 14:02:53+00:00,105.0,110.26,122.4,124.25,0.0,0.0,2.0,14.0,1.0000000000000003e-05,True,REGULAR,USD,call,2025-10-17
4,AAPL251017C00110000,2025-10-13 19:51:08+00:00,110.0,136.31,135.95,137.05,-2.050003,-1.4816443,3.0,392.0,3.6875007812500002,True,REGULAR,USD,call,2025-10-17
5,AAPL251017C00115000,2025-08-20 19:50:00+00:00,115.0,112.7,129.8,132.05,0.0,0.0,1.0,99.0,5.199222250976563,True,REGULAR,USD,call,2025-10-17
6,AAPL251017C00120000,2025-07-16 13:52:22+00:00,120.0,91.56,107.8,109.05,0.0,0.0,1.0,67.0,1.0000000000000003e-05,True,REGULAR,USD,call,2025-10-17
7,AAPL251017C00125000,2025-09-16 13:52:04+00:00,125.0,114.66,122.0,123.45,0.0,0.0,3.0,19.0,5.38086264892578,True,REGULAR,USD,call,2025-10-17
8,AAPL251017C00130000,2025-10-16 18:08:02+00:00,130.0,115.95,115.95,117.1,-8.450005,-6.7926083,1.0,164.0,3.2031269921874994,True,REGULAR,USD,call,2025-10-17
9,AAPL251017C00135000,2025-10-15 14:24:27+00:00,135.0,113.65,110.95,112.1,-2.5499954,-2.1944883,1.0,73.0,3.031252421875,True,REGULAR,USD,call,2025-10-17
10,AAPL251017C00140000,2025-10-15 15:28:28+00:00,140.0,110.3,105.95,107.55,0.0,0.0,4.0,75.0,3.5468761328125,True,REGULAR,USD,call,2025-10-17
11,AAPL251017C00145000,2025-10-15 18:53:00+00:00,145.0,104.74,101.0,102.1,0.0,0.0,2.0,179.0,2.82031544921875,True,REGULAR,USD,call,2025-10-17
12,AAPL251017C00150000,2025-10-15 18:51:43+00:00,150.0,99.68,96.0,97.1,0.0,0.0,8.0,634.0,2.6562533593750004,True,REGULAR,USD,call,2025-10-17
13,AAPL251017C00155000,2025-10-10 18:48:20+00:00,155.0,91.56,91.0,92.1,0.0,0.0,3.0,174.0,2.50000375,True,REGULAR,USD,call,2025-10-17
14,AAPL251017C00160000,2025-10-15 15:28:57+00:00,160.0,90.21,86.0,87.1,0.0,0.0,2.0,300.0,2.3437541406249993,True,REGULAR,USD,call,2025-10-17
15,AAPL251017C00165000,2025-10-16 18:08:02+00:00,165.0,81.02,81.0,82.25,-1.1500015,-1.3995395,7.0,236.0,2.394535263671875,True,REGULAR,USD,call,2025-10-17
16,AAPL251017C00170000,2025-10-16 15:54:56+00:00,170.0,78.03,76.0,77.1,-0.9000015,-1.1402528,11.0,642.0,2.03906740234375,True,REGULAR,USD,call,2025-10-17
17,AAPL251017C00175000,2025-10-16 13:45:01+00:00,175.0,71.25,71.0,72.1,-2.2600021,-3.0744145,5.0,960.0,1.8984380078125,True,REGULAR,USD,call,2025-10-17
18,AAPL251017C00180000,2025-10-16 15:37:18+00:00,180.0,68.21,66.0,67.1,-0.84000397,-1.2165154,11.0,1646.0,1.75390748046875,True,REGULAR,USD,call,2025-10-17
19,AAPL251017C00185000,2025-10-16 13:45:01+00:00,185.0,63.06,61.3,62.35,-0.95000076,-1.4841442,2.0,648.0,2.0293018017578124,True,REGULAR,USD,call,2025-10-17
20,AAPL251017C00190000,2025-10-16 18:32:18+00:00,190.0,55.67,56.45,56.85,-3.130001,-5.3231316,32.0,1363.0,1.669923525390625,True,REGULAR,USD,call,2025-10-17
21,AAPL251017C00195000,2025-10-16 18:53:28+00:00,195.0,51.41,51.3,52.5,-2.790001,-5.147603,14.0,1824.0,1.7685558447265624,True,REGULAR,USD,call,2025-10-17
22,AAPL251017C00200000,2025-10-16 18:57:50+00:00,200.0,46.55,46.45,46.8,-2.420002,-4.941805,204.0,2709.0,1.3476595117187498,True,REGULAR,USD,call,2025-10-17
23,AAPL251017C00205000,2025-10-16 18:04:33+00:00,205.0,41.0,41.15,41.8,-2.5999985,-5.9632993,63.0,7255.0,1.376956240234375,True,REGULAR,USD,call,2025-10-17
24,AAPL251017C00210000,2025-10-16 18:35:09+00:00,210.0,35.25,36.4,36.9,-4.8100014,-12.006992,184.0,20004.0,1.0976607617187502,True,REGULAR,USD,call,2025-10-17
25,AAPL251017C00215000,2025-10-16 18:40:54+00:00,215.0,30.8,31.5,32.05,-3.3500023,-9.8096695,195.0,6594.0,1.0576218994140625,True,REGULAR,USD,call,2025-10-17
26,AAPL251017C00217500,2025-10-16 18:28:49+00:00,217.5,28.15,28.5,29.4,-4.2699986,-13.170878,28.0,103.0,1.0556687841796877,True,REGULAR,USD,call,2025-10-17
27,AAPL251017C00220000,2025-10-16 19:00:01+00:00,220.0,26.75,26.6,27.05,-2.6200008,-8.9206705,1008.0,13179.0,0.938477177734375,True,REGULAR,USD,call,2025-10-17
28,AAPL251017C00222500,2025-10-16 19:02:18+00:00,222.5,24.2,23.45,24.8,-2.1999989,-8.333329,30.0,292.0,0.7324245507812499,True,REGULAR,USD,call,2025-10-17
29,AAPL251017C00225000,2025-10-16 18:59:23+00:00,225.0,21.62,21.5,22.15,-2.6399994,-10.882108,461.0,13241.0,0.7861349511718749,True,REGULAR,USD,call,2025-10-17
30,AAPL251017C00227500,2025-10-16 18:27:50+00:00,227.5,18.18,18.5,19.75,-3.459999,-15.988906,65.0,1169.0,0.5976602734375001,True,REGULAR,USD,call,2025-10-17
31,AAPL251017C00230000,2025-10-16 19:00:01+00:00,230.0,16.75,16.7,17.1,-2.67,-13.748713,701.0,17100.0,0.6630893066406252,True,REGULAR,USD,call,2025-10-17
32,AAPL251017C00232500,2025-10-16 18:35:17+00:00,232.5,13.0,13.55,14.8,-3.7199993,-22.2488,138.0,250.0,0.7036162451171876,True,REGULAR,USD,call,2025-10-17
33,AAPL251017C00235000,2025-10-16 18:55:25+00:00,235.0,11.7,11.65,11.95,-2.8500004,-19.587631,3459.0,13789.0,0.5170946728515625,True,REGULAR,USD,call,2025-10-17
34,AAPL251017C00237500,2025-10-16 17:25:15+00:00,237.5,8.8,9.0,9.45,-3.0999994,-26.050415,109.0,303.0,0.43164630859375,True,REGULAR,USD,call,2025-10-17
35,AAPL251017C00240000,2025-10-16 19:01:31+00:00,240.0,7.05,6.9,7.1,-2.5999994,-26.943,7378.0,26349.0,0.37793590820312495,True,REGULAR,USD,call,2025-10-17
36,AAPL251017C00242500,2025-10-16 18:54:57+00:00,242.5,4.61,4.55,4.65,-2.3899999,-34.142857,614.0,699.0,0.2885813330078124,True,REGULAR,USD,call,2025-10-17
37,AAPL251017C00245000,2025-10-16 19:01:55+00:00,245.0,2.87,2.76,2.81,-2.3600001,-45.124287,7225.0,15099.0,0.2732006274414062,True,REGULAR,USD,call,2025-10-17
38,AAPL251017C00247500,2025-10-16 19:02:07+00:00,247.5,1.38,1.32,1.35,-1.82,-56.875,29164.0,7052.0,0.24878680908203127,False,REGULAR,USD,call,2025-10-17
39,AAPL251017C00250000,2025-10-16 19:02:54+00:00,250.0,0.52,0.52,0.54,-1.32,-71.73913,66132.0,33878.0,0.2417068017578125,False,REGULAR,USD,call,2025-10-17
40,AAPL251017C00252500,2025-10-16 19:01:40+00:00,252.5,0.18,0.17,0.18,-0.69,-79.31034,26811.0,13199.0,0.24073024902343748,False,REGULAR,USD,call,2025-10-17
41,AAPL251017C00255000,2025-10-16 19:03:30+00:00,255.0,0.06,0.05,0.06,-0.29,-82.85715,29470.0,26481.0,0.2500075,False,REGULAR,USD,call,2025-10-17
42,AAPL251017C00257500,2025-10-16 19:03:24+00:00,257.5,0.03,0.03,0.04,-0.099999994,-76.92307,8984.0,20900.0,0.2890696093749999,False,REGULAR,USD,call,2025-10-17
43,AAPL251017C00260000,2025-10-16 19:00:29+00:00,260.0,0.02,0.01,0.02,-0.030000001,-60.0,11047.0,40066.0,0.31250687499999996,False,REGULAR,USD,call,2025-10-17
44,AAPL251017C00262500,2025-10-16 18:54:45+00:00,262.5,0.02,0.0,0.02,0.0,0.0,2637.0,23876.0,0.35938140625,False,REGULAR,USD,call,2025-10-17
45,AAPL251017C00265000,2025-10-16 19:02:05+00:00,265.0,0.01,0.0,0.01,-0.01,-50.0,583.0,23903.0,0.37500625,False,REGULAR,USD,call,2025-10-17
46,AAPL251017C00267500,2025-10-16 18:25:44+00:00,267.5,0.01,0.0,0.01,0.0,0.0,50.0,7659.0,0.42188078125,False,REGULAR,USD,call,2025-10-17
47,AAPL251017C00270000,2025-10-16 19:01:36+00:00,270.0,0.01,0.0,0.01,0.0,0.0,738.0,19536.0,0.46094289062500005,False,REGULAR,USD,call,2025-10-17
48,AAPL251017C00272500,2025-10-16 18:19:52+00:00,272.5,0.01,0.0,0.01,0.0,0.0,62.0,3633.0,0.500005,False,REGULAR,USD,call,2025-10-17
49,AAPL251017C00275000,2025-10-16 18:35:08+00:00,275.0,0.01,0.0,0.01,0.0,0.0,391.0,13827.0,0.500005,False,REGULAR,USD,call,2025-10-17
50,AAPL251017C00277500,2025-10-16 13:33:45+00:00,277.5,0.01,0.0,0.01,0.0,0.0,10.0,1330.0,0.5468795312500001,False,REGULAR,USD,call,2025-10-17
51,AAPL251017C00280000,2025-10-16 17:46:50+00:00,280.0,0.02,0.0,0.01,0.01,0.0,23.0,12797.0,0.57812921875,False,REGULAR,USD,call,2025-10-17
52,AAPL251017C00282500,2025-10-15 19:07:51+00:00,282.5,0.02,0.0,0.01,0.0,0.0,1.0,1137.0,0.6250037500000001,False,REGULAR,USD,call,2025-10-17
53,AAPL251017C00285000,2025-10-16 18:39:24+00:00,285.0,0.01,0.0,0.01,0.0,0.0,76.0,3529.0,0.6562534375000001,False,REGULAR,USD,call,2025-10-17
54,AAPL251017C00287500,2025-10-13 17:42:28+00:00,287.5,0.01,0.0,0.01,0.0,0.0,16.0,999.0,0.6875031250000001,False,REGULAR,USD,call,2025-10-17
55,AAPL251017C00290000,2025-10-16 15:14:38+00:00,290.0,0.01,0.0,0.01,0.0,0.0,3.0,6057.0,0.7187528125,False,REGULAR,USD,call,2025-10-17
56,AAPL251017C00292500,2025-10-14 16:41:54+00:00,292.5,0.01,0.0,0.01,0.0,0.0,8.0,247.0,0.7500025,False,REGULAR,USD,call,2025-10-17
57,AAPL251017C00295000,2025-10-16 13:49:35+00:00,295.0,0.02,0.0,0.01,0.01,100.0,2.0,4176.0,0.7812521875,False,REGULAR,USD,call,2025-10-17
58,AAPL251017C00300000,2025-10-15 16:01:02+00:00,300.0,0.01,0.0,0.01,0.0,0.0,35.0,12515.0,0.87500125,False,REGULAR,USD,call,2025-10-17
59,AAPL251017C00305000,2025-10-14 13:30:03+00:00,305.0,0.01,0.0,0.01,0.0,0.0,5.0,1224.0,0.937500625,False,REGULAR,USD,call,2025-10-17
60,AAPL251017C00310000,2025-10-13 17:03:03+00:00,310.0,0.01,0.0,0.01,0.0,0.0,2.0,2215.0,0.98437515625,False,REGULAR,USD,call,2025-10-17
61,AAPL251017C00315000,2025-10-09 16:12:27+00:00,315.0,0.01,0.0,0.01,0.0,0.0,5.0,650.0,1.0625046875000002,False,REGULAR,USD,call,2025-10-17
62,AAPL251017C00320000,2025-10-13 16:42:16+00:00,320.0,0.01,0.0,0.01,0.0,0.0,3.0,1574.0,1.125004375,False,REGULAR,USD,call,2025-10-17
63,AAPL251017C00325000,2025-10-09 14:09:24+00:00,325.0,0.01,0.0,0.01,0.0,0.0,8.0,642.0,1.1875040625,False,REGULAR,USD,call,2025-10-17
64,AAPL251017C00330000,2025-10-09 17:00:03+00:00,330.0,0.01,0.0,0.01,0.0,0.0,171.0,886.0,1.2500037499999999,False,REGULAR,USD,call,2025-10-17
65,AAPL251017C00335000,2025-09-26 14:02:34+00:00,335.0,0.01,0.0,0.01,0.0,0.0,20.0,82.0,1.2812535937499998,False,REGULAR,USD,call,2025-10-17
66,AAPL251017C00340000,2025-09-24 13:52:59+00:00,340.0,0.01,0.0,0.01,0.0,0.0,35.0,153.0,1.3437532812499997,False,REGULAR,USD,call,2025-10-17
67,AAPL251017C00345000,2025-09-26 13:30:02+00:00,345.0,0.01,0.0,0.01,0.0,0.0,1.0,391.0,1.40625296875,False,REGULAR,USD,call,2025-10-17
68,AAPL251017C00350000,2025-08-19 18:49:25+00:00,350.0,0.01,0.0,0.0,0.0,0.0,150.0,450.0,0.500005,False,REGULAR,USD,call,2025-10-17
69,AAPL251017C00355000,2025-10-10 13:52:55+00:00,355.0,0.01,0.0,0.01,0.0,0.0,1.0,225.0,1.5000025,False,REGULAR,USD,call,2025-10-17
70,AAPL251017C00360000,2025-08-06 17:51:38+00:00,360.0,0.01,0.0,0.01,0.0,0.0,1.0,1497.0,1.5625021874999998,False,REGULAR,USD,call,2025-10-17
71,AAPL251017C00370000,2025-10-16 17:24:59+00:00,370.0,0.01,0.0,0.01,0.0,0.0,9.0,2845.0,1.6875015625,False,REGULAR,USD,call,2025-10-17
0,AAPL251017P00090000,2025-10-15 18:35:51+00:00,90.0,0.01,0.0,0.01,0.0,0.0,1.0,958.0,4.12500484375,False,REGULAR,USD,put,2025-10-17
1,AAPL251017P00095000,2025-10-01 16:28:23+00:00,95.0,0.01,0.0,0.01,0.0,0.0,1.0,1135.0,3.8750003125,False,REGULAR,USD,put,2025-10-17
2,AAPL251017P00100000,2025-10-08 14:17:38+00:00,100.0,0.01,0.0,0.01,0.0,0.0,2.0,860.0,3.6250009375000003,False,REGULAR,USD,put,2025-10-17
3,AAPL251017P00105000,2025-09-12 15:56:38+00:00,105.0,0.02,0.0,0.01,0.0,0.0,1.0,292.0,3.50000125,False,REGULAR,USD,put,2025-10-17
4,AAPL251017P00110000,2025-10-14 17:24:18+00:00,110.0,0.01,0.0,0.01,0.0,0.0,1.0,615.0,3.2500018749999997,False,REGULAR,USD,put,2025-10-17
5,AAPL251017P00115000,2025-09-19 16:15:28+00:00,115.0,0.01,0.0,0.01,0.0,0.0,20.0,595.0,3.1250021875,False,REGULAR,USD,put,2025-10-17
6,AAPL251017P00120000,2025-10-14 13:40:39+00:00,120.0,0.01,0.0,0.01,0.0,0.0,2.0,5852.0,2.93750265625,False,REGULAR,USD,put,2025-10-17
7,AAPL251017P00125000,2025-10-03 19:24:35+00:00,125.0,0.01,0.0,0.01,0.0,0.0,40.0,1704.0,2.81250296875,False,REGULAR,USD,put,2025-10-17
8,AAPL251017P00130000,2025-10-13 19:30:31+00:00,130.0,0.01,0.0,0.01,0.0,0.0,101.0,1165.0,2.6250034375,False,REGULAR,USD,put,2025-10-17
9,AAPL251017P00135000,2025-10-08 13:34:23+00:00,135.0,0.01,0.0,0.01,0.0,0.0,1.0,1455.0,2.50000375,False,REGULAR,USD,put,2025-10-17
10,AAPL251017P00140000,2025-10-15 13:30:03+00:00,140.0,0.02,0.0,0.01,0.0,0.0,7.0,2454.0,2.3750040624999995,False,REGULAR,USD,put,2025-10-17
11,AAPL251017P00145000,2025-10-13 14:40:21+00:00,145.0,0.01,0.0,0.01,0.0,0.0,1.0,4238.0,2.1875045312499997,False,REGULAR,USD,put,2025-10-17
12,AAPL251017P00150000,2025-10-16 16:07:53+00:00,150.0,0.01,0.0,0.01,0.0,0.0,13.0,11320.0,2.0625048437499998,False,REGULAR,USD,put,2025-10-17
13,AAPL251017P00155000,2025-10-03 17:51:02+00:00,155.0,0.02,0.0,0.01,0.0,0.0,105.0,3080.0,1.9375003125,False,REGULAR,USD,put,2025-10-17
14,AAPL251017P00160000,2025-10-14 18:46:20+00:00,160.0,0.01,0.0,0.01,0.0,0.0,2.0,14167.0,1.8125009374999999,False,REGULAR,USD,put,2025-10-17
15,AAPL251017P00165000,2025-10-14 14:20:02+00:00,165.0,0.01,0.0,0.01,0.0,0.0,14.0,6204.0,1.6875015625,False,REGULAR,USD,put,2025-10-17
16,AAPL251017P00170000,2025-10-16 14:55:33+00:00,170.0,0.01,0.0,0.01,0.0,0.0,2.0,7153.0,1.5625021874999998,False,REGULAR,USD,put,2025-10-17
17,AAPL251017P00175000,2025-10-16 14:56:05+00:00,175.0,0.01,0.0,0.01,0.0,0.0,2.0,5878.0,1.46875265625,False,REGULAR,USD,put,2025-10-17
18,AAPL251017P00180000,2025-10-16 16:58:16+00:00,180.0,0.01,0.0,0.01,0.0,0.0,20.0,12196.0,1.3750031249999999,False,REGULAR,USD,put,2025-10-17
19,AAPL251017P00185000,2025-10-16 15:49:14+00:00,185.0,0.01,0.0,0.01,0.0,0.0,17.0,10254.0,1.2500037499999999,False,REGULAR,USD,put,2025-10-17
20,AAPL251017P00190000,2025-10-15 19:28:36+00:00,190.0,0.01,0.0,0.01,0.0,0.0,109.0,13932.0,1.125004375,False,REGULAR,USD,put,2025-10-17
21,AAPL251017P00195000,2025-10-16 18:27:24+00:00,195.0,0.01,0.0,0.01,0.0,0.0,17.0,9546.0,1.0312548437500002,False,REGULAR,USD,put,2025-10-17
22,AAPL251017P00200000,2025-10-16 18:07:09+00:00,200.0,0.01,0.0,0.02,-0.01,-50.0,14.0,16694.0,0.98437515625,False,REGULAR,USD,put,2025-10-17
23,AAPL251017P00205000,2025-10-16 17:01:48+00:00,205.0,0.01,0.01,0.02,0.0,0.0,156.0,11478.0,0.914063359375,False,REGULAR,USD,put,2025-10-17
24,AAPL251017P00210000,2025-10-16 17:50:43+00:00,210.0,0.01,0.01,0.02,-0.01,-50.0,106.0,28672.0,0.804689453125,False,REGULAR,USD,put,2025-10-17
25,AAPL251017P00215000,2025-10-16 18:53:49+00:00,215.0,0.03,0.01,0.03,0.01,50.0,767.0,11348.0,0.7187528125,False,REGULAR,USD,put,2025-10-17
26,AAPL251017P00217500,2025-10-16 18:47:59+00:00,217.5,0.03,0.02,0.03,0.01,50.0,208.0,926.0,0.6796907031250001,False,REGULAR,USD,put,2025-10-17
27,AAPL251017P00220000,2025-10-16 18:51:22+00:00,220.0,0.02,0.02,0.03,-0.01,-33.333336,243.0,19245.0,0.6250037500000001,False,REGULAR,USD,put,2025-10-17
28,AAPL251017P00222500,2025-10-16 17:17:38+00:00,222.5,0.03,0.02,0.03,-0.01,-33.333336,271.0,1455.0,0.570316796875,False,REGULAR,USD,put,2025-10-17
29,AAPL251017P00225000,2025-10-16 18:43:45+00:00,225.0,0.04,0.02,0.03,-0.010000002,-20.000002,279.0,12546.0,0.51562984375,False,REGULAR,USD,put,2025-10-17
30,AAPL251017P00227500,2025-10-16 18:10:12+00:00,227.5,0.03,0.03,0.04,-0.020000001,-40.000004,212.0,2604.0,0.48828636718750007,False,REGULAR,USD,put,2025-10-17
31,AAPL251017P00230000,2025-10-16 18:47:57+00:00,230.0,0.05,0.03,0.04,-0.02,-28.571428,992.0,12552.0,0.42969320312500003,False,REGULAR,USD,put,2025-10-17
32,AAPL251017P00232500,2025-10-16 18:57:37+00:00,232.5,0.05,0.04,0.05,-0.02,-28.571428,296.0,3417.0,0.38477177734374995,False,REGULAR,USD,put,2025-10-17
33,AAPL251017P00235000,2025-10-16 18:56:47+00:00,235.0,0.06,0.06,0.07,-0.040000003,-40.000004,2273.0,10522.0,0.34180345703125,False,REGULAR,USD,put,2025-10-17
34,AAPL251017P00237500,2025-10-16 18:59:07+00:00,237.5,0.12,0.09,0.11,-0.04,-25.0,2838.0,6445.0,0.30274134765625,False,REGULAR,USD,put,2025-10-17
35,AAPL251017P00240000,2025-10-16 19:02:36+00:00,240.0,0.23,0.23,0.24,0.010000005,4.545457,21285.0,16428.0,0.28125718749999995,False,REGULAR,USD,put,2025-10-17
36,AAPL251017P00242500,2025-10-16 19:02:23+00:00,242.5,0.55,0.56,0.57,0.17000002,44.736847,23588.0,7443.0,0.2695385546875,False,REGULAR,USD,put,2025-10-17
37,AAPL251017P00245000,2025-10-16 19:02:38+00:00,245.0,1.19,1.15,1.18,0.46000004,63.013702,33682.0,14019.0,0.2514723291015625,False,REGULAR,USD,put,2025-10-17
38,AAPL251017P00247500,2025-10-16 19:02:45+00:00,247.5,2.31,2.21,2.27,0.9899999,74.99999,19456.0,10032.0,0.23462679443359374,True,REGULAR,USD,put,2025-10-17
39,AAPL251017P00250000,2025-10-16 19:03:00+00:00,250.0,3.9,3.8,3.95,1.48,61.157024,5841.0,10965.0,0.22022264160156246,True,REGULAR,USD,put,2025-10-17
40,AAPL251017P00252500,2025-10-16 19:02:33+00:00,252.5,6.08,5.85,6.2,2.1299999,54.8969,398.0,4799.0,0.24073024902343748,True,REGULAR,USD,put,2025-10-17
41,AAPL251017P00255000,2025-10-16 19:00:52+00:00,255.0,8.4,8.4,8.75,2.0999994,33.333324,468.0,6447.0,0.33008482421874996,True,REGULAR,USD,put,2025-10-17
42,AAPL251017P00257500,2025-10-16 18:42:07+00:00,257.5,11.13,10.45,11.55,2.4300003,27.931038,222.0,3324.0,0.49658706542968756,True,REGULAR,USD,put,2025-10-17
43,AAPL251017P00260000,2025-10-16 18:59:47+00:00,260.0,13.4,13.1,13.7,2.6099997,24.189062,6883.0,618.0,0.44336494140625,True,REGULAR,USD,put,2025-10-17
44,AAPL251017P00262500,2025-10-16 18:47:44+00:00,262.5,16.3,15.6,16.55,2.999999,22.556383,110.0,7.0,0.6445348046875,True,REGULAR,USD,put,2025-10-17
45,AAPL251017P00265000,2025-10-16 15:41:15+00:00,265.0,17.3,18.05,18.75,1.7299995,11.111109,21.0,13.0,0.5927775097656252,True,REGULAR,USD,put,2025-10-17
46,AAPL251017P00267500,2025-10-16 18:47:44+00:00,267.5,21.3,20.6,21.35,3.289999,18.267624,32.0,3.0,0.702151416015625,True,REGULAR,USD,put,2025-10-17
47,AAPL251017P00270000,2025-10-16 18:47:44+00:00,270.0,23.8,23.05,23.7,3.369999,16.495344,80.0,5.0,0.6796907031250001,True,REGULAR,USD,put,2025-10-17
48,AAPL251017P00272500,2025-10-16 15:07:59+00:00,272.5,23.82,25.55,26.25,0.75,3.2509754,8.0,2.0,0.7685570019531252,True,REGULAR,USD,put,2025-10-17
49,AAPL251017P00275000,2025-10-16 18:47:44+00:00,275.0,28.68,27.9,28.7,3.1599998,12.382445,4270.0,101.0,0.789064609375,True,REGULAR,USD,put,2025-10-17
50,AAPL251017P00277500,2025-10-15 19:54:00+00:00,277.5,28.8,30.7,31.35,0.0,0.0,1.0,1.0,0.5468795312500001,True,REGULAR,USD,put,2025-10-17
51,AAPL251017P00280000,2025-10-16 18:47:44+00:00,280.0,33.8,32.95,33.7,3.209999,10.493623,40.0,2.0,0.8945323046874999,True,REGULAR,USD,put,2025-10-17
52,AAPL251017P00285000,2025-10-03 15:03:24+00:00,285.0,27.05,37.95,38.75,0.0,0.0,6.0,0.0,1.0371141894531253,True,REGULAR,USD,put,2025-10-17
53,AAPL251017P00290000,2025-10-14 19:23:01+00:00,290.0,41.3,42.95,43.75,0.0,0.0,17.0,0.0,1.138676181640625,True,REGULAR,USD,put,2025-10-17
54,AAPL251017P00295000,2025-10-15 19:54:00+00:00,295.0,46.25,47.85,48.75,0.0,0.0,2.0,0.0,1.236331943359375,True,REGULAR,USD,put,2025-10-17
55,AAPL251017P00300000,2025-10-01 14:36:13+00:00,300.0,44.1,52.8,53.75,0.0,0.0,3.0,0.0,1.3300814746093748,True,REGULAR,USD,put,2025-10-17
56,AAPL251017P00305000,2025-10-06 16:16:33+00:00,305.0,48.05,57.8,58.75,0.0,0.0,2.0,0.0,1.421877890625,True,REGULAR,USD,put,2025-10-17
57,AAPL251017P00315000,2025-09-19 19:50:00+00:00,315.0,69.7,67.8,68.75,0.0,0.0,1.0,0.0,1.5996113769531248,True,REGULAR,USD,put,2025-10-17
58,AAPL251017P00320000,2025-09-29 19:50:00+00:00,320.0,65.4,73.05,73.75,0.0,0.0,1.0,0.0,1.68359533203125,True,REGULAR,USD,put,2025-10-17
59,AAPL251017P00330000,2025-08-15 19:50:00+00:00,330.0,98.75,95.7,96.25,0.0,0.0,,0.0,4.939701091003418,True,REGULAR,USD,put,2025-10-17
60,AAPL251017P00335000,2025-09-19 18:25:35+00:00,335.0,89.55,87.8,88.75,0.0,0.0,5.0,0.0,1.927734736328125,True,REGULAR,USD,put,2025-10-17
61,AAPL251017P00355000,2025-04-11 19:46:36+00:00,355.0,157.02,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-10-17
62,AAPL251017P00360000,2025-04-11 19:46:36+00:00,360.0,162.01,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-10-17
63,AAPL251017P00370000,2025-07-18 13:52:01+00:00,370.0,159.95,141.9,142.5,0.0,0.0,,0.0,6.954102869873047,True,REGULAR,USD,put,2025-10-17
0,AAPL251024C00110000,2025-10-15 19:54:40+00:00,110.0,138.61,136.05,137.25,0.0,0.0,5.0,10.0,2.175785810546875,True,REGULAR,USD,call,2025-10-24
1,AAPL251024C00120000,2025-10-15 19:54:40+00:00,120.0,128.65,126.15,127.1,0.0,0.0,25.0,26.0,1.9179691601562503,True,REGULAR,USD,call,2025-10-24
2,AAPL251024C00125000,2025-10-03 19:39:45+00:00,125.0,133.49,121.15,122.1,0.0,0.0,3.0,3.0,1.818360283203125,True,REGULAR,USD,call,2025-10-24
3,AAPL251024C00140000,2025-10-01 15:02:45+00:00,140.0,116.1,106.2,107.65,0.0,0.0,1.0,1.0,1.8027353613281247,True,REGULAR,USD,call,2025-10-24
4,AAPL251024C00150000,2025-10-15 19:54:40+00:00,150.0,98.7,96.2,97.6,0.0,0.0,41.0,42.0,1.5917989160156247,True,REGULAR,USD,call,2025-10-24
5,AAPL251024C00160000,2025-10-09 19:24:23+00:00,160.0,94.2,86.2,87.15,0.0,0.0,1.0,0.0,1.255863095703125,True,REGULAR,USD,call,2025-10-24
6,AAPL251024C00165000,2025-10-09 14:18:06+00:00,165.0,90.95,81.2,82.15,0.0,0.0,3.0,5.0,1.1757853710937498,True,REGULAR,USD,call,2025-10-24
7,AAPL251024C00170000,2025-09-19 17:31:40+00:00,170.0,78.45,76.15,77.25,2.4199982,3.1829517,2.0,6.0,1.1171919140625,True,REGULAR,USD,call,2025-10-24
8,AAPL251024C00175000,2025-10-15 14:58:01+00:00,175.0,75.85,71.2,72.2,0.0,0.0,1.0,3.0,1.0390673046875003,True,REGULAR,USD,call,2025-10-24
9,AAPL251024C00180000,2025-10-15 17:44:48+00:00,180.0,69.26,66.15,67.3,0.0,0.0,2.0,16.0,0.9804689453125001,True,REGULAR,USD,call,2025-10-24
10,AAPL251024C00185000,2025-10-15 17:39:40+00:00,185.0,64.22,61.2,62.2,0.0,0.0,1.0,8.0,0.8906260937499999,True,REGULAR,USD,call,2025-10-24
11,AAPL251024C00190000,2025-10-15 16:01:48+00:00,190.0,59.55,56.25,57.2,0.0,0.0,2.0,28.0,0.8320329296874999,True,REGULAR,USD,call,2025-10-24
12,AAPL251024C00195000,2025-10-15 17:06:58+00:00,195.0,54.05,51.25,52.25,0.0,0.0,7.0,107.0,0.772463212890625,True,REGULAR,USD,call,2025-10-24
13,AAPL251024C00200000,2025-10-16 18:58:08+00:00,200.0,46.7,46.35,47.0,-5.299999,-10.1923065,18.0,78.0,0.6640658593750002,True,REGULAR,USD,call,2025-10-24
